"Productos por proveedor"
"Proveedor","descripcion","cantidad","Precio coste","Total coste","pvp","total pvp",
"Algamar","Alga wakame - Algamar- 100 gr","2,00","5,26","10,52","7,95","15,90",
"Algamar","Algas para ensalada- Algamar- 100 gr","3,00","5,75","17,25","9,75","29,25",
"Algamar","Algas y setas - Algamar- 100 gr","2,00","5,26","10,52","8,40","16,80",
"Algamar","Arroz- lentejas pardinas y algas - Algamar- 500 gr","2,00","3,18","6,36","4,35","7,83",
"Algamar","Crema de almendra cruda y algas- Algamar-180gr.","1,00","6,23","6,23","9,95","9,95",
"Algamar","Crema de sesamo blanco (tahina) con algas - Algamar-  320g","3,00","5,44","16,32","7,72","23,16",
"Algamar","Crema de sesamo tostado (tahina) y algas - Algamar- 320 gr","3,00","4,16","12,48","6,65","19,95",
"Algamar","Espagueti tierra y mar (pasta con algas) - Algamar - 250 gr","5,00","1,89","9,45","2,53","12,29",
"Algamar","Flores de Mar (pasta integral con algas)- Algamar - 250 gr","6,00","1,89","11,34","2,70","16,01",
"Algamar","Pate de algas - Algamar- 200 gr","10,00","2,79","27,90","4,42","44,20",
"Algamar","Pisto con algas - Algamar- 420 gr","3,00","3,49","10,47","5,55","16,65",
"Algamar","Sopa de arroz- verduras y algas - Algamar-  500 gr","2,00","4,03","8,06","5,30","10,60",
"Algamar","Sopa juliana con algas - Algamar- 150 gr","3,00","3,05","9,15","5,10","15,30",
"Algamar","Tortitas 5 cereales con algas - Algamar - 140gr","9,00","1,74","15,66","2,75","23,82",
"Algamar","Tortitas de arroz y algas- Algamar- 140 gr.","4,00","1,74","6,96","2,75","11,00",
"Algamar","Tortitas Espelta y Algas - Algamar - 140gr","4,00","3,13","12,52","4,99","19,61",
,,,,"Total:246,32",,"Total:374,23",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Abrillantador vajillas - Biobel - 500ml","3,00","2,40","7,20","3,70","11,10",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Blanqueador- Biobel- 1 kg","1,00","3,90","3,90","6,50","6,50",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Detergente - Biobel- 1,5 litros","7,00","4,75","33,25","8,00","56,00",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Detergente bebes y pieles sensibles- Biobel-1,5 litros","2,00","5,10","10,20","8,95","17,90",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Detergente liquido - VITAL SQM -1,5 litros","4,00","3,80","15,20","6,35","25,40",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Detergente liquido- Biobel- 5 litros","4,00","14,20","56,80","24,00","96,00",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Jabon liquido prendas delicadas -VITAL SQM- 1,5 litros","2,00","4,05","8,10","6,75","13,50",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Jabon prendas delicadas -Biobel- 1,5 litros","7,00","5,55","38,85","9,25","64,75",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Jabon ropa Prendas Delicadas- Biobel- 5 litros","1,00","17,00","17,00","29,80","29,80",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Lavavajillas - VITAL SQM - 1L","5,00","2,35","11,75","3,95","19,75",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Lavavajillas -Biobel- 1 litro","13,00","2,95","38,35","4,70","61,10",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Lavavajillas -Biobel- 5 litros","1,00","14,90","14,90","24,90","24,90",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Lavavajillas pastillas - Biobel - 25 ud + 5 gratis","10,00","5,30","53,00","8,85","88,50",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Limpiacristales spray- Biobel- 750 ml","3,00","3,55","10,65","4,10","12,30",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Limpiahogar- Biobel- 1 litro","14,00","3,95","55,30","4,60","64,40",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Limpiahogar- Biobel- 5 litros","1,00","16,92","16,92","28,30","28,30",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Pastilla Jabon Coco- Biobel- 240 gr","22,00","2,20","48,40","3,85","84,70",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Quitamanchas Spray- Biobel- 750 ml","3,00","2,70","8,10","4,50","13,50",
"Alta Diet (Jabones Beltran, marcas Biobel y Vital)","Tierra Diatomeas - CASTALIA - Biobel-250 gr","1,00","2,35","2,35","4,40","4,40",
,,,,"Total:450,22",,"Total:722,80",
"Amapola Biocosmetics","Aceite de rosa mosqueta-Amapola BioCosmetics- 12ml","1,00","5,00","5,00","8,75","8,75",
"Amapola Biocosmetics","After Sun Amazonia - Amapola Biocosmetics - 250ml","2,00","7,50","15,00","13,15","26,30",
"Amapola Biocosmetics","Balsamo de Arnica y Enebro -Amapola BioCosmetics - 50 ml","1,00","6,10","6,10","10,70","8,56",
"Amapola Biocosmetics","Balsamo Labial de Calendula y Miel- Amapola BioCosmetics - 15 ml","1,00","3,50","3,50","6,15","6,15",
"Amapola Biocosmetics","Crema facial de aloe vera -Amapola BioCosmetics-50ml.","2,00","9,00","18,00","15,75","31,50",
"Amapola Biocosmetics","Crema Facial de Calendula - Amapola BioCosmetics - 50 ml","1,00","13,00","13,00","23,00","22,54",
"Amapola Biocosmetics","Crema facial de rosa mosqueta -Amapola BioCosmetics- 50ml","1,00","11,80","11,80","20,70","20,70",
"Amapola Biocosmetics","Crema manos calendula -Amapola Biocosmetics- 50 ml","1,00","3,10","3,10","5,45","5,45",
"Amapola Biocosmetics","Crema manos Calendula- Amapola Biocosmetics- 100 ml","1,00","4,50","4,50","7,90","6,32",
"Amapola Biocosmetics","Crema revitalizante alma de argan - Amapola Biocosmetics- 50 ml","2,00","15,30","30,60","26,85","53,70",
"Amapola Biocosmetics","Jabon de Arcilla y Limon - Amapola Biocosmetics - 100gr","1,00","2,80","2,80","4,90","4,90",
"Amapola Biocosmetics","Jabon de Leche y Miel -Amapola Biocosmetics  - 100gr","1,00","2,80","2,80","4,90","4,90",
"Amapola Biocosmetics","Jabon de Rosa de Mosqueta - Amapola BioCosmetics-100gr","2,00","2,80","5,60","4,90","9,80",
"Amapola Biocosmetics","Leche corporal de hiperico - Amapola Biocosmetics- 400 ml","1,00","7,30","7,30","12,80","12,80",
"Amapola Biocosmetics","Protector Solar Cuerpo y Cara  FACTOR 50 200 ml","1,00","15,50","15,50","27,20","27,20",
"Amapola Biocosmetics","Protector Solar cuerpo y cara - FACTOR 25 200ml","1,00","14,50","14,50","25,50","25,50",
,,,,"Total:159,10",,"Total:275,07",
"Asturcilla - Kikiricoop, S.Coop.Astur","Asturcilla - Tarro 420g -","1,00","4,96","4,96","7,90","7,90",
"Asturcilla - Kikiricoop, S.Coop.Astur","Asturcilla -Tarro 230g -","5,00","3,44","17,20","5,50","27,12",
,,,,"Total:22,16",,"Total:35,02",
"Bio Trailla -Finca la Noria","Acelga- Bio trailla - kg","17,88","1,35","24,14","2,20","38,38",
"Bio Trailla -Finca la Noria","Ajo fresco - bio trailla - manojo","5,00","1,15","5,75","1,85","9,25",
"Bio Trailla -Finca la Noria","Alcachofa de Tudela -Bio Trailla- kg","93,54","1,60","149,66","0,60","159,45",
"Bio Trailla -Finca la Noria","Apio -Bio Trailla- Unidad aprox 1,185 kg","19,46","0,90","17,51","1,80","34,48",
"Bio Trailla -Finca la Noria","Apio Nabo -Bio Trailla- kg","1,32","1,75","2,30","2,80","3,68",
"Bio Trailla -Finca la Noria","Borraja - Bio Trailla - Kilo","2,93","1,55","4,54","1,90","5,57",
"Bio Trailla -Finca la Noria","Brocoli -Bio Trailla- kilo","187,10","1,60","299,35","2,70","473,34",
"Bio Trailla -Finca la Noria","Calabaza alargada-Bio trailla-kilo","2,38","1,05","2,50","1,90","4,53",
"Bio Trailla -Finca la Noria","Cardo blanco- Bio Trailla - precio kg","6,32","1,35","8,53","2,05","12,94",
"Bio Trailla -Finca la Noria","Cardo rojo -Bio Trailla- precio kg","1,16","1,35","1,56","2,05","2,37",
"Bio Trailla -Finca la Noria","Cebolla blanca-Bio Trailla-kilo","22,29","1,10","24,52","1,70","37,90",
"Bio Trailla -Finca la Noria","Cebolla de invierno- bio Trailla- kg","82,63","1,20","99,16","1,75","142,81",
"Bio Trailla -Finca la Noria","cebolleta fresca - bio trailla - kg","14,09","1,35","19,01","1,70","28,31",
"Bio Trailla -Finca la Noria","Cogollo de tudela-Bio Trailla-unidad","9,00","0,65","5,85","1,35","9,30",
"Bio Trailla -Finca la Noria","Coles de Bruselas- Bio trailla-Kg","8,96","4,45","39,85","5,95","56,35",
"Bio Trailla -Finca la Noria","Coliflor- Bio Trailla-kilo","137,77","1,40","192,87","2,55","292,98",
"Bio Trailla -Finca la Noria","Conserva de guisantes Bio Trailla-unidad","1,00","1,40","1,40","2,55","2,55",
"Bio Trailla -Finca la Noria","Conserva de judias verdes -Bio Trailla- Frasco 720 gr","2,00","1,40","2,80","2,50","4,66",
"Bio Trailla -Finca la Noria","Daikon blanco-Bio Trailla-kilo","6,40","1,45","9,28","2,50","13,04",
"Bio Trailla -Finca la Noria","Daikon rojo -Bio Trailla- kilo","2,58","1,45","3,73","2,50","6,06",
"Bio Trailla -Finca la Noria","Escarola-Bio Trailla- unidad","3,00","1,35","4,05","2,35","7,05",
"Bio Trailla -Finca la Noria","Espinaca -Bio Trailla- manojo","63,00","1,40","88,20","2,60","141,03",
"Bio Trailla -Finca la Noria","Guisante con vaina - bio trailla - 0,500gr","2,14","2,23","4,76","3,55","7,59",
"Bio Trailla -Finca la Noria","Habas - bio trailla - kg","12,70","1,80","22,86","3,10","37,29",
"Bio Trailla -Finca la Noria","Hamburguesa con brocoli y quinoa roja-Bio Trailla-unidad","1,00","3,05","3,05","4,95","3,61",
"Bio Trailla -Finca la Noria","Hamburguesa con espinaca, quinoa y chia-Bio Trailla-unidad","1,00","3,60","3,60","5,85","4,27",
"Bio Trailla -Finca la Noria","Hamburguesas de calabacin-bio Trailla-unidad","1,00","3,09","3,09","5,70","4,73",
"Bio Trailla -Finca la Noria","Kale Black -Bio Trailla- manojo","11,00","1,50","16,50","2,55","25,97",
"Bio Trailla -Finca la Noria","Kale pentlan-Bio Trailla-Manojo","32,00","1,50","48,00","2,55","73,90",
"Bio Trailla -Finca la Noria","Kale red -Bio Trailla- manojo","5,00","1,50","7,50","2,30","11,50",
"Bio Trailla -Finca la Noria","Lechuga batavia -Bio Trailla- unidad","71,00","0,70","49,70","1,35","77,32",
"Bio Trailla -Finca la Noria","Lechuga Maravilla-Bio Trailla- unidad","39,00","0,70","27,30","1,35","38,79",
"Bio Trailla -Finca la Noria","Lombarda-Bio Trailla-kilo","19,20","1,65","31,67","2,95","49,84",
"Bio Trailla -Finca la Noria","Mermelada de ciruela -Bio Trailla- Tarro 230 gr","1,00","2,40","2,40","4,15","4,15",
"Bio Trailla -Finca la Noria","Pera red- Bio Trailla-Kilo","6,75","2,30","15,51","3,75","23,21",
"Bio Trailla -Finca la Noria","Perejil - bio trailla - manojo","1,00","1,00","1,00","1,60","1,60",
"Bio Trailla -Finca la Noria","Rabanito - Bio Trailla - manojo","13,00","1,15","14,95","1,40","21,42",
"Bio Trailla -Finca la Noria","Remolacha con hojas -Bio Trailla-kilo","3,06","1,25","3,83","2,20","6,74",
"Bio Trailla -Finca la Noria","Repollo-Bio Trailla-kilo","39,23","1,65","64,73","2,50","87,48",
"Bio Trailla -Finca la Noria","ROMANESCU- Bio Trailla- kilo","14,12","1,45","20,47","2,65","29,88",
"Bio Trailla -Finca la Noria","Salchichas vegetales de tofu-Bio trailla-unidad","1,00","3,80","3,80","6,15","4,31",
"Bio Trailla -Finca la Noria","Tupinambo-Bio Trailla-Kilo","2,28","1,35","3,08","3,25","5,05",
,,,,"Total:1 354,37",,"Total:2 004,68",
"Biobardales -Comercial Beldrea","Bacon extra lonchas-Biobardales- 100 gramos","32,00","1,40","44,80","2,25","72,00",
"Biobardales -Comercial Beldrea","Bacon extra taco -Biobardales- 400 gramos","1,58","3,56","5,61","14,25","21,96",
"Biobardales -Comercial Beldrea","Chorizo barbacoa -Biobardales- 300 gramos","3,85","2,25","8,66","12,00","46,16",
"Biobardales -Comercial Beldrea","Chorizo extra lonchas -Biobardales- 100 gramos","10,00","2,10","21,00","3,35","33,50",
"Biobardales -Comercial Beldrea","Chorizo extra taco -Biobardales- 400 gramos","0,35","5,16","1,81","20,63","7,22",
"Biobardales -Comercial Beldrea","Chorizo Sarta Dulce-300 g-Biobardales","4,87","3,57","17,37","19,00","92,47",
"Biobardales -Comercial Beldrea","Chorizo sarta picante -Biobardales- 300 gramos","1,45","3,57","5,18","19,00","27,21",
"Biobardales -Comercial Beldrea","Chuleta de aguja de Cerdo -paq. 500 gr aprox- Biobardales - precio 500 gr","0,54","3,35","1,79","10,70","5,72",
"Biobardales -Comercial Beldrea","Chuleta de lomo de cerdo - paq. 500 gr aprox- Biobardales - precio 500 gr","1,69","3,98","6,71","12,70","21,40",
"Biobardales -Comercial Beldrea","Costillas  -   paq. 500 gr aprox - Biobardales - precio 500 gr","1,09","3,33","3,61","10,60","11,12",
"Biobardales -Comercial Beldrea","Crema de chorizo -Biobardales-  100 gramos","3,00","1,50","4,50","3,70","11,10",
"Biobardales -Comercial Beldrea","Crema de jamon serrano -Biobardales- 100 gramos","1,00","1,50","1,50","3,70","3,70",
"Biobardales -Comercial Beldrea","Fuet extra -Biobardales-  200 gramos","4,80","3,10","14,88","24,75","118,45",
"Biobardales -Comercial Beldrea","Huesos codillo de jamon-Biobardales- precio paquete 300 gramos","15,78","0,96","15,14","5,17","81,13",
"Biobardales -Comercial Beldrea","Jamon loncheado -Biobardales- 100 gramos","30,00","4,20","126,00","6,70","200,67",
"Biobardales -Comercial Beldrea","Lomo extra lonchas -Biobardales- 100 gramos","35,00","3,30","115,50","5,30","185,23",
"Biobardales -Comercial Beldrea","Lomo extra taco -Biobardales- 400 gramos","0,86","9,56","8,22","38,25","32,72",
"Biobardales -Comercial Beldrea","Pate de campana -Biobardales- 100gramos","2,00","1,50","3,00","3,70","6,10",
"Biobardales -Comercial Beldrea","Pate de finas hierbas -Biobardales- 100 gramos","1,00","1,50","1,50","3,70","3,70",
"Biobardales -Comercial Beldrea","Pate de pimienta negra -Biobardales-100 gramos","3,00","1,50","4,50","3,70","8,33",
"Biobardales -Comercial Beldrea","Preparado Legumbres (chorizo/morcilla/panceta)-Biobardales-Precio paquete 300 gramos","1,96","2,70","5,28","14,33","27,94",
"Biobardales -Comercial Beldrea","Salchichon extra lonchas -Biobardales- 100 gramos","5,00","2,10","10,50","3,35","16,05",
"Biobardales -Comercial Beldrea","Salchichon extra taco -Biobardales-  400 gramos","0,64","5,16","3,28","20,63","13,09",
"Biobardales -Comercial Beldrea","Sobrasada extra 3 medallones -Biobardales- 100 gramos","7,00","1,55","10,85","2,50","17,33",
"Biobardales -Comercial Beldrea","Sobrasada extra taco -Biobardales- 300 gramos","1,17","2,25","2,62","12,00","13,99",
,,,,"Total:443,81",,"Total:1 078,29",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Arroz hinchado con miel-Biogra-150g","1,00","1,62","1,62","2,50","2,50",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Arroz jazmin integral - Biogra - 500gr","1,00","2,18","2,18","3,50","3,39",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Chips de Garbanzo - Biogra - 80gr","56,00","1,40","78,40","2,10","117,60",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Crispitos de arroz-Biogra_200gr","4,00","1,53","6,12","2,45","9,80",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Crispitos de cacao-Biogra-250g","2,00","1,99","3,98","3,20","6,40",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","DESCATALAGADO. Mijo pelado- Biogra- 500 gr","1,00","1,54","1,54","2,45","2,45",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Espagueti con verduras- Biogra -250g","25,00","1,31","32,75","2,10","51,61",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Fideo fino verduras-Biogra-250g","12,00","1,31","15,72","2,10","24,30",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hamburguesa Azuki y Canamo - Biogra - 2ud","8,00","2,23","17,84","3,55","28,40",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hamburguesa de Kale y Quinoa - Biogra - 2ud","14,00","2,23","31,22","3,55","48,49",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hamburguesa Lenteja roja y Chia - Biogra - 2ud","13,00","2,23","28,99","3,55","44,69",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hummus berenjena-Biogra-240g","11,00","2,64","29,04","4,20","46,16",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hummus olivas de Aragon-Biogra-240g","11,00","2,64","29,04","4,20","43,77",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hummus tradicional-Biogra-240g","26,00","2,42","62,92","3,85","99,03",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Levadura panaria- Biogra- sobre 9 gr","11,00","0,65","7,15","1,05","11,55",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Mezcla de arroces salvajes - Biogra - 400gr","4,00","2,43","9,72","3,90","15,60",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Mijo pelado- Biogra- 500 gr","2,00","1,54","3,08","2,45","4,90",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Nachos de Maiz - Biogra - 110g","57,00","1,13","64,41","1,70","94,33",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Pasta Maravilla-lluvia verduras-Biogra-250g","8,00","1,31","10,48","2,10","16,80",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Pizza Espinacas, Pinones y Seitan-Biogra-300 g","10,00","3,69","36,90","5,90","53,58",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Pizza Margarita - Biogra - 275gr","14,00","3,05","42,70","4,90","61,01",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Pizza Setas-Biogra-300 g","2,00","3,69","7,38","5,90","11,80",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Pizza Verduras y Tofu-Biogra-315 g","2,00","3,37","6,74","5,40","10,64",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Sopa Miso Rojo alga Wakame-Biogra-40g","4,00","2,30","9,20","3,65","14,60",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Sopa Miso Rojo con verduras-Biogra-40g","4,00","2,30","9,20","3,65","14,60",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Sopa Miso rojo shitake Setas silvestres -Biogra-40 g","9,00","2,30","20,70","3,65","32,81",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Tortas de arroz-Biogra-100 g","10,00","0,75","7,50","1,20","11,66",
,,,,"Total:576,52",,"Total:882,47",
"Biogran (El granero)","Baobab - El Granero - 90 capsulas","1,00","6,46","6,46","10,30","10,30",
"Biogran (El granero)","Bloque Queso Vegano ""Mozzarella"" - 200gr - Violife","1,00","2,40","2,40","3,80","3,80",
"Biogran (El granero)","Copos de Avena Integra l- 1kg - Biogran","1,00","1,85","1,85","2,95","2,74",
"Biogran (El granero)","Fusilli de arroz integral SIN GLUTEN - El Granero- 500 gr","1,00","2,68","2,68","4,25","4,25",
"Biogran (El granero)","Gomasio (Sesamo Tostado con sal) Bio - 150gr - Biogran","1,00","2,23","2,23","3,60","3,60",
"Biogran (El granero)","Pasas Sultanas Bio - 250gr - Biogran","1,00","1,58","1,58","2,55","2,37",
"Biogran (El granero)","Pate de Pimiento Asado y Almendra - 125gr - Granovita","2,00","1,80","3,60","2,85","5,30",
"Biogran (El granero)","Pate Mousse Crunchy de Espinaca - 175 - Granovita","2,00","2,40","4,80","3,80","7,60",
"Biogran (El granero)","Pate Mousse de Calabaza y Jengibre - 175gr - Granovita","1,00","2,40","2,40","3,80","3,80",
"Biogran (El granero)","Sirope de Agave 700g - El Granero -","3,00","4,75","14,25","7,35","22,05",
"Biogran (El granero)","Tempeh macerado con Tamari 170g - El Granero -","32,00","2,96","94,72","4,50","144,00",
"Biogran (El granero)","Tofu Fermentado al Pimiento 200gr - Taifun -","1,00","2,32","2,32","3,70","3,70",
"Biogran (El granero)","Tofu Fermentado Natural 200gr - Taifun -","5,00","2,05","10,25","3,00","15,00",
,,,,"Total:149,54",,"Total:228,51",
"Biogredos","Bollito de Chocolate -Biogredos","73,00","1,20","87,60","1,90","136,55",
"Biogredos","Ciruelas pasas sin hueso - biogredos - 200gr","6,00","3,00","18,00","4,80","28,80",
"Biogredos","Croisants de Espelta - 4uds - Biogredos - 300gr","87,00","2,45","213,15","3,90","337,35",
"Biogredos","Galletas con Arandanos-Biogredos - 200 gr","53,00","2,00","106,00","3,20","165,93",
"Biogredos","Galletas de canela - Biogredos - 200 gr","14,00","1,75","24,50","2,89","40,06",
"Biogredos","Galletas de copos de avena y pasas - Biogredos -  250gr","27,00","1,90","51,30","3,05","82,08",
"Biogredos","Galletas de desayuno con chocolate- Biogredos- 200 gr","30,00","1,90","57,00","3,05","89,66",
"Biogredos","Galletas de desayuno-Biogredos- 220 gr","6,00","1,90","11,40","3,05","17,94",
"Biogredos","Galletas de muesli- Biogredos- 200 gr","9,00","1,90","17,10","2,90","25,47",
"Biogredos","Galletas de salvado de avena - Biogredos - 250 gr","15,00","1,90","28,50","3,00","44,85",
"Biogredos","Galletas integrales de centeno - Biogredos - 200 gr","9,00","1,80","16,20","2,70","23,54",
"Biogredos","Galletas Integrales de Espelta -Biogredos- 200 gr","10,00","1,90","19,00","3,00","29,37",
"Biogredos","Magdalenas Veganas - Biogredos - 280 gr","42,00","2,10","88,20","3,35","140,36",
"Biogredos","Orejones de albaricoque - Biogredos - 200gr","3,00","2,60","7,80","4,20","12,52",
"Biogredos","Pan de Molde Mediterraneo - 450gr - Biogredos","1,00","1,80","1,80","2,85","2,85",
"Biogredos","Pan Rallado Trigo Integral - Biogredos - 200 gr","14,00","1,42","19,88","2,20","30,28",
"Biogredos","Picos integrales - Biogredos - 200 gr","30,00","1,35","40,50","2,15","64,46",
"Biogredos","Picos integrales con sesamo - Biogredos - 200 gr","78,00","1,35","105,30","2,15","161,70",
"Biogredos","Pipas de calabaza verdes - Biogredos - 250 gr","1,65","2,20","3,63","4,48","6,76",
"Biogredos","Plum cake de albaricoques y almendras-BIOGREDOS-300 gr","17,00","3,20","54,40","5,10","84,70",
"Biogredos","Plum cake de zanahoria y nueces-BIOGREDOS-300 gr","26,00","2,93","76,18","4,72","122,06",
"Biogredos","Suizo de pasas y avellanas -Biogredos - 160 gr","40,00","1,30","52,00","2,05","79,99",
,,,,"Total:1 099,44",,"Total:1 727,28",
"Biomilanes S.L.","Acelga amarilla- Biomilanes-Kilo","40,97","1,25","51,21","2,25","91,85",
"Biomilanes S.L.","Acelga Amarilla-biomilanes -1 kg","2,73","1,25","3,41","2,25","6,13",
"Biomilanes S.L.","Acelga-Biomilanes-1 Kg","99,23","1,35","133,95","2,35","231,49",
"Biomilanes S.L.","Aguacate Bacon-Biomilanes-kilo","18,14","1,95","35,37","3,40","59,80",
"Biomilanes S.L.","Aguacate Hass -Biomilanes- 1 Kg","202,91","2,60","527,55","5,05","932,85",
"Biomilanes S.L.","Aguacate Reed -Biomilanes - 1 Kg","37,38","3,80","142,04","5,20","175,71",
"Biomilanes S.L.","Albaricoque - Biomilanes - Kilo","29,35","2,30","67,51","3,70","108,35",
"Biomilanes S.L.","Alcachofas-Biomilanes-1 Kg","71,83","1,60","114,92","4,30","228,64",
"Biomilanes S.L.","Apio - Biomilanes - kg","2,26","1,25","2,83","2,25","5,00",
"Biomilanes S.L.","Berenjena INVERNADERO- Biomilanes- 1 Kg","123,74","1,40","173,23","4,30","343,42",
"Biomilanes S.L.","Boniato -Biomilanes- precio kilo","15,21","1,80","27,37","2,85","46,52",
"Biomilanes S.L.","Calabacin INVERNADERO-Biomilanes- 1 Kg","64,71","1,70","110,01","4,45","210,00",
"Biomilanes S.L.","Calabaza cacahuete-Biomilanes- PIEZA, precio Kg","22,30","0,85","18,95","1,65","36,68",
"Biomilanes S.L.","Chirimoya-Biomilanes-kilo","11,52","2,85","32,82","4,50","52,51",
"Biomilanes S.L.","Ciruela -Biomilanes-1kilo","27,59","2,10","57,93","3,10","93,49",
"Biomilanes S.L.","Col lisa-Biomilanes- pieza, precio kg","2,02","1,10","2,22","2,55","4,46",
"Biomilanes S.L.","Col lombarda- Biomilanes- precio kg","28,81","1,40","40,33","2,50","71,81",
"Biomilanes S.L.","Col Picuda-Biomilanes-precio kg","33,50","1,10","36,84","2,00","66,09",
"Biomilanes S.L.","Coliflor-Biomilanes- pieza, precio kg","9,22","1,60","14,75","2,35","20,06",
"Biomilanes S.L.","Curcuma (raiz) - 100 gr - Biomilanes","1,03","0,70","0,72","14,50","14,93",
"Biomilanes S.L.","DESCATALOGADO Calabaza cacahuete- Biomilanes- escuela-kg","1,84","0,40","0,74","0,86","1,58",
"Biomilanes S.L.","DESCATALOGADO Lechuga trocadero -Biomilanes- pieza","2,00","0,80","1,60","1,75","3,55",
"Biomilanes S.L.","Espinacas-Biomilanes-Manojo 500 gr","3,00","1,00","3,00","1,90","5,70",
"Biomilanes S.L.","Habas-Biomilanes-1 Kg","35,08","1,70","59,64","2,80","98,02",
"Biomilanes S.L.","Hinojo - Biomilanes, precio kg","17,34","1,45","25,14","2,55","43,21",
"Biomilanes S.L.","Judia verde Helda-Biomilanes-precio kilo","43,24","2,75","118,90","4,30","184,63",
"Biomilanes S.L.","Kiwi-Biomilanes- 1 Kg","44,91","2,65","119,01","3,45","154,56",
"Biomilanes S.L.","Lechuga Hoja de Roble - Biomilanes -1 Ud","18,00","0,80","14,40","1,80","32,40",
"Biomilanes S.L.","Lechuga roble roja-Biomilanes-pieza","30,50","0,80","24,40","1,75","53,36",
"Biomilanes S.L.","Lechuga Trocadero - Biomilanes - PIeza","20,00","0,80","16,00","1,80","35,82",
"Biomilanes S.L.","Limones - Biomilanes - Escuela","0,59","1,35","0,80","2,34","1,38",
"Biomilanes S.L.","Manzana fuji - Biomilanes - Kilo","1,51","1,70","2,57","3,00","4,24",
"Biomilanes S.L.","Manzana Royal Gala - Biomilanes- kilo","19,74","1,85","36,51","3,00","60,82",
"Biomilanes S.L.","Melocoton - Biomilanes - Kg","6,47","2,40","15,52","4,00","25,70",
"Biomilanes S.L.","Melon Amarillo - Biomilanes - pieza precio Kg.","3,97","1,50","5,95","2,65","10,21",
"Biomilanes S.L.","Melon piel de sapo-Biomilanes- precio kilo","30,72","1,40","43,01","2,50","76,07",
"Biomilanes S.L.","Nispero-Biomilanes-1kg","22,82","2,20","50,20","3,70","81,57",
"Biomilanes S.L.","Papaya - Biomilanes- precio kg","77,13","2,30","177,40","4,75","307,88",
"Biomilanes S.L.","Pepino INVERNADERO-Biomilanes-1kilo","3,29","1,80","5,92","3,10","10,20",
"Biomilanes S.L.","Pepino-Biomilanes- kilo","44,96","1,20","53,95","3,10","99,30",
"Biomilanes S.L.","Pera Conferencia - Biomilanes - kilo","12,35","1,95","24,08","3,30","40,74",
"Biomilanes S.L.","Pimiento amarillo asar - Biomilanes - Kilo","3,44","2,80","9,63","5,00","15,19",
"Biomilanes S.L.","Pimiento California Rojo INVERNADERO -Biomilanes-Kg","29,52","2,55","75,26","4,00","123,81",
