"Productos por proveedor"
"Proveedor","descripcion","cantidad","Precio coste","Total coste","pvp","total pvp",
"Biomilanes S.L.","Pimiento Verde Asar- Biomilanes- kg","12,66","2,10","26,59","3,50","44,21",
"Biomilanes S.L.","Pimiento verde italiano - Biomilanes-1 kilo","44,18","2,10","92,78","3,85","160,47",
"Biomilanes S.L.","Sandia -Biomilanes - precio kilo","30,35","0,75","22,76","1,50","45,02",
"Biomilanes S.L.","Tomate autoctono-Biomilanes-1 kg","4,04","1,90","7,68","3,25","12,62",
"Biomilanes S.L.","Tomate Cherry INVERNADERO-Biomilanes-kg","90,79","1,85","167,95","4,00","298,92",
"Biomilanes S.L.","Tomate en rama -Biomilanes-kg","104,31","1,40","146,03","2,70","271,22",
"Biomilanes S.L.","Tomate ensalada INVERNADERO-Biomilanes-1 kg","263,33","1,20","315,99","2,70","672,10",
"Biomilanes S.L.","Tomate Pera INVERNADERO- Biomilanes -1 Kg","209,89","1,55","325,32","2,80","551,01",
,,,,"Total:3 582,68",,"Total:6 325,30",
"Bioprasad / Business Corporation Network Global","Alubia negra- Bioprasad- 1 kg","5,12","2,79","14,27","4,20","21,49",
"Bioprasad / Business Corporation Network Global","Alubias blancas- Bioprasad- 1 kilo","0,95","3,01","2,86","4,55","4,32",
"Bioprasad / Business Corporation Network Global","Alubias pintas- Bioprasad- 1 kilo","5,02","2,78","13,96","4,20","21,08",
"Bioprasad / Business Corporation Network Global","Alubias rojas -Bioprasad- 1 kilo","5,20","3,24","16,83","4,90","25,45",
"Bioprasad / Business Corporation Network Global","Anacardo -Bioprasad- 100gr","17,00","2,90","49,30","4,35","73,95",
"Bioprasad / Business Corporation Network Global","Arandanos Rojos Endulzados - Bioprasad - 100gr","4,00","2,68","10,72","4,05","15,36",
"Bioprasad / Business Corporation Network Global","Arroz  Basmati blanco -Bioprasad- 500gr","5,00","2,12","10,60","3,15","15,75",
"Bioprasad / Business Corporation Network Global","Arroz Basmati integral - Bioprasad- 500 gr","1,00","1,97","1,97","3,15","3,15",
"Bioprasad / Business Corporation Network Global","Arroz inflado con cacao sin gluten -Bioprasad- 200 gr","6,00","1,42","8,52","2,30","13,80",
"Bioprasad / Business Corporation Network Global","Arroz Integral Largo- Bioprasad- 1 kilo","2,00","3,49","6,98","5,25","10,50",
"Bioprasad / Business Corporation Network Global","Arroz Rojo Integral -Bioprasad- 500 gr","1,00","2,19","2,19","3,25","3,25",
"Bioprasad / Business Corporation Network Global","Bolas cacao s/gluten -Bioprasad- 200 gr","12,00","1,42","17,04","2,20","26,40",
"Bioprasad / Business Corporation Network Global","Bolas de Maiz c/miel s/gluten -Bioprasad- 200 gr","4,00","1,31","5,24","2,05","8,20",
"Bioprasad / Business Corporation Network Global","Cacao Puro (desgrasado)- 500gr -Bioprasad-","9,00","2,75","24,75","6,55","42,15",
"Bioprasad / Business Corporation Network Global","Coco Rallado - Bioprasad - 200gr","2,00","1,55","3,10","2,40","4,80",
"Bioprasad / Business Corporation Network Global","Copos de arroz Integral -Bioprasad -500 gr","1,00","2,59","2,59","3,90","3,90",
"Bioprasad / Business Corporation Network Global","Copos de avena finos- Bioprasad- 500 gr","10,00","1,99","19,90","2,95","30,30",
"Bioprasad / Business Corporation Network Global","Copos de avena gruesos- Bioprasad- 500 gr","6,00","1,87","11,22","2,95","17,70",
"Bioprasad / Business Corporation Network Global","Copos de mijo-Bioprasad-500gr","2,00","2,27","4,54","3,60","7,20",
"Bioprasad / Business Corporation Network Global","Corn Flakes sin azucar-Bioprasad- (sin gluten/lactosa/alergenos) 200g","9,00","1,99","17,91","3,20","28,80",
"Bioprasad / Business Corporation Network Global","Cornflakes con azucar -Bioprasad (sin lactosa/gluten/alergenos) - bolsa 250 gr","10,00","1,45","14,50","2,30","23,00",
"Bioprasad / Business Corporation Network Global","Datiles sin hueso-Bioprasad-250 g","7,00","2,73","19,11","4,10","28,70",
"Bioprasad / Business Corporation Network Global","Guisantes secos- Bioprasad- 500 gramos","1,00","1,67","1,67","3,20","3,20",
"Bioprasad / Business Corporation Network Global","Harina Avena Integral Sin gluten -Bioprasad- 500 gr","7,00","2,20","15,40","3,15","23,25",
"Bioprasad / Business Corporation Network Global","Harina de Arroz Integral - Bioprasad -500gr","1,00","1,99","1,99","3,05","3,05",
"Bioprasad / Business Corporation Network Global","Lenteja roja - Bioprasad- 500gr","3,00","2,23","6,69","2,48","7,44",
"Bioprasad / Business Corporation Network Global","Lenteja verde -Bioprasad- 1 kg","3,40","4,08","13,85","6,15","20,87",
"Bioprasad / Business Corporation Network Global","Lino Dorado - Bioprasad - 250gr","9,00","1,06","9,54","1,70","15,30",
"Bioprasad / Business Corporation Network Global","Maicena-Bioprasad-500gr","5,00","1,45","7,25","4,30","15,35",
"Bioprasad / Business Corporation Network Global","Maiz Palomitas - Bioprasad - 500gr","15,00","1,91","28,65","2,70","42,40",
"Bioprasad / Business Corporation Network Global","Mezcla de Frutas secas - Bioprasad - 200gr","4,00","2,97","11,88","4,45","16,87",
"Bioprasad / Business Corporation Network Global","Mezcla de Semillas - Bioprasad - 250gr","7,00","1,86","13,02","2,85","19,95",
"Bioprasad / Business Corporation Network Global","Mijo Inflado- Bioprasad- 100 gr","8,00","1,01","8,08","1,60","12,48",
"Bioprasad / Business Corporation Network Global","Mijo- Bioprasad - 500 gr","1,00","1,36","1,36","2,05","2,05",
"Bioprasad / Business Corporation Network Global","Muesli avena con frutas s/ azucar- Bioprasad- 400gr","16,00","2,79","44,64","3,15","49,42",
"Bioprasad / Business Corporation Network Global","Muesli c/chocolate s/gluten -Bioprasad- 250 gr","17,00","2,75","46,75","4,40","74,80",
"Bioprasad / Business Corporation Network Global","Muesli desayuno s/gluten -Bioprasad- 200 gr","6,00","1,48","8,88","2,35","14,10",
"Bioprasad / Business Corporation Network Global","Orejones -Bioprasad- 200 gr","4,00","1,99","7,96","3,05","11,99",
"Bioprasad / Business Corporation Network Global","Pasas Sultanas-Bioprasad-250 g","7,00","1,40","9,80","3,95","21,82",
"Bioprasad / Business Corporation Network Global","Sal del Himalaya-Bioprasad-500 g","13,00","1,35","17,55","2,15","27,95",
"Bioprasad / Business Corporation Network Global","Sal Fina- Bioprasad- 1Kg","11,00","1,05","11,55","1,70","18,70",
"Bioprasad / Business Corporation Network Global","Sal Gruesa -Bioprasad- 1 kilo","3,00","1,05","3,15","1,70","5,10",
"Bioprasad / Business Corporation Network Global","Semillas de Amapola - Bioprasad- 250 gr","2,00","2,80","5,60","4,45","8,90",
"Bioprasad / Business Corporation Network Global","Semillas de Calabaza - Bioprasad - 250gr","8,00","2,52","20,16","3,80","30,40",
"Bioprasad / Business Corporation Network Global","Semillas de Chia- Bioprasad- 250 gr","6,00","2,06","12,36","3,05","18,30",
"Bioprasad / Business Corporation Network Global","Semillas de Psyllium- Bioprasad- 200 gr","3,00","2,32","6,96","3,70","11,10",
"Bioprasad / Business Corporation Network Global","Semillas de Sesamo - Bioprasad - 250gr","1,00","1,51","1,51","2,85","2,85",
"Bioprasad / Business Corporation Network Global","Semola integral de maiz polenta -Bioprasad- 500 gr","2,00","1,54","3,08","2,45","4,90",
"Bioprasad / Business Corporation Network Global","Sesamo Negro - Bioprasad - 250gr","3,00","1,79","5,37","2,65","7,95",
"Bioprasad / Business Corporation Network Global","Soja texturizada fina -Bioprasad- 300g","6,00","2,98","17,88","4,75","25,31",
"Bioprasad / Business Corporation Network Global","Soja texturizada gruesa -Bioprasad- 300g","5,00","2,98","14,90","4,75","21,14",
"Bioprasad / Business Corporation Network Global","Soja Verde -Bioprasad- 500 gr","2,00","2,59","5,18","3,90","7,41",
"Bioprasad / Business Corporation Network Global","Tapioca. Harina de Mandioca- Bioprasad- 250 gr","6,00","1,36","8,16","2,05","12,30",
"Bioprasad / Business Corporation Network Global","Trigo sarraceno -Bioprasad- 500 gr","4,00","1,56","6,24","2,35","8,93",
,,,,"Total:655,16",,"Total:994,83",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Aceite de oliva botella cristal oscura - Mas de Catxol- botella 1 litro","13,00","6,30","81,90","9,60","125,70",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Aceite de Oliva Virgen Extra - Mas de Catxol - garrafa 2 litros","5,00","11,50","57,50","18,30","91,50",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Aceite de Oliva Virgen Extra - Mas de Catxol - Garrafa 5 litros","1,00","27,90","27,90","44,50","44,50",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Aceituna empeltre - Mas de Catxol - Bolsa al vacio 250 gr","18,00","1,07","19,26","1,70","30,60",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Aceituna empeltre -Mas de Catxol - bolsa vacio 1 kilo","3,00","3,64","10,92","5,80","17,28",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Almendra natural -Mas de Catxol - 1Kg","3,00","13,90","41,70","22,15","66,45",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Almendra natural -Mas de Catxol - 250 gr","17,00","3,60","61,20","5,75","97,69",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Almendra Tostada -Mas de Catxol- bolsa al vacio 250 gr","6,00","3,95","23,70","6,30","37,56",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Avellana natural -Mas de Catxol - 250 gr","10,00","3,98","39,80","6,35","63,44",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Avellana tostada -Mas de Catxol - bolsa al vacio 250 gr","4,00","4,35","17,40","6,95","27,73",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Pate de oliva negra - Mas de Catxol - 220 gr","4,00","2,70","10,80","4,30","17,20",
"Biorafales-Mas de Catxol - Pedro Javier Cipres Mompel","Pate de Oliva Negra -Mas de Catxol -120 gr","1,00","1,60","1,60","2,85","2,85",
,,,,"Total:393,68",,"Total:622,50",
"Bodegas Luis Saavedra","Sangria sol de Ibiza - Luis Saavedra - 750ml","1,00","4,22","4,22","6,75","6,75",
,,,,"Total:4,22",,"Total:6,75",
"Bruno Ruiz. Cooperativa-RUIZ VILLANUEVA-ESENCIA RURAL","Vino Blanco Natural - De Sol a Sol - Airen 2011 - Esencia Rural - 75 cl","1,00","4,70","4,70","8,25","8,25",
"Bruno Ruiz. Cooperativa-RUIZ VILLANUEVA-ESENCIA RURAL","Vino Blanco Natural - De Sol a Sol - Airen 2014 - Esencia Rural - 75 cl","2,00","4,70","9,40","8,25","16,50",
"Bruno Ruiz. Cooperativa-RUIZ VILLANUEVA-ESENCIA RURAL","Vino Dulce Natural - De Sol a Sol - Airen/Moscatel- Esencia Rural - 75 cl","1,00","4,70","4,70","8,25","8,25",
"Bruno Ruiz. Cooperativa-RUIZ VILLANUEVA-ESENCIA RURAL","Vino Tinto Natural - De Sol a Sol - Tempranillo 2013- Esencia Rural - 75 cl","1,00","4,70","4,70","8,25","8,25",
"Bruno Ruiz. Cooperativa-RUIZ VILLANUEVA-ESENCIA RURAL","Vino Tinto Natural - Pampaneo - Tempranillo - 2018 - Esencia Rural - 75 cl","2,00","3,70","7,40","6,50","13,00",
"Bruno Ruiz. Cooperativa-RUIZ VILLANUEVA-ESENCIA RURAL","VinoTinto Natural - De Sol a Sol - Tempranillo - 2014 - Esencia Rural - 75cl","1,00","4,70","4,70","8,25","8,25",
,,,,"Total:35,60",,"Total:62,50",
"Cachopo","Alubias cocidas Cachopo- 700 cc","10,00","2,89","28,90","4,60","46,00",
"Cachopo","Alubias estofadas- Cachopo- 720 cc.","4,00","3,68","14,72","5,90","23,54",
"Cachopo","Cocido madrileno- Cachopo- 720 cc","11,00","4,15","45,65","6,30","68,74",
"Cachopo","Garbanzos cocidos Cachopo- 700 cc","30,00","2,05","61,50","3,20","96,00",
"Cachopo","Garbanzos estofados- Cachopo- 720 cc.","14,00","2,37","33,18","3,80","51,32",
"Cachopo","Lentejas estofadas- Cachopo- 720 cc","10,00","3,68","36,80","5,90","58,76",
"Cachopo","Pisto de calabacin -Cachopo- 370 cc","6,00","2,63","15,78","4,20","25,20",
"Cachopo","Pisto manchego Cachopo- 370 cc","4,00","2,63","10,52","4,20","16,68",
"Cachopo","Tomate frito Cachopo- 370 cc","26,00","2,53","65,78","4,05","104,70",
"Cachopo","Tomate frito con cebolla Cachopo- 370 cc","21,00","2,58","54,18","4,10","86,02",
"Cachopo","Tomate triturado Cachopo- 720 cc","16,00","2,15","34,40","3,45","55,00",
"Cachopo","Tomate Triturado- Cachopo- 445 cc.","21,00","1,32","27,72","2,10","43,95",
,,,,"Total:429,13",,"Total:675,91",
"Calabizo - Fiablone S.L.","Calabizo Ecologico Vegano - 120g aprox.","6,00","4,60","27,60","6,65","39,90",
"Calabizo - Fiablone S.L.","Calabizo Ecologico Vegetariano - 140g aprox.","44,00","4,70","206,80","6,65","294,32",
,,,,"Total:234,40",,"Total:334,22",
"Carmen Velasco - CITRICAREN - Murcia","Limon Fino - Citricaren - 1 kilo","212,68","1,50","319,02","2,50","531,15",
"Carmen Velasco - CITRICAREN - Murcia","Limones Verna- Citricaren - 1 kilo","180,98","1,50","271,47","2,30","449,67",
"Carmen Velasco - CITRICAREN - Murcia","Pomelo - Citricaren - kg","81,51","1,30","105,96","2,20","178,92",
,,,,"Total:696,45",,"Total:1 159,74",
"Carnes Braman","Aguja entera-  carnes Braman-  pieza 500 gr","1,18","4,09","4,83","14,10","16,64",
"Carnes Braman","Babilla- filetes 500 gr aprox- carnes Braman","1,75","5,73","10,03","19,40","33,95",
"Carnes Braman","Carne en trozos guisar (carne de 2ª)- 500 gr aprox- carnes Braman","5,86","4,00","23,44","14,10","82,63",
"Carnes Braman","Carne picada- 500 gr aprox- carnes Braman precio 500 gr","18,77","4,09","76,75","14,10","262,99",
"Carnes Braman","Costillas con hueso (carne de 3ª)- 500 gr aprox- carnes Braman","2,84","2,73","7,75","11,20","31,81",
"Carnes Braman","Filetes de 1ªa (tapilla- falso solomillo o entrelomo)- 500 gr- carnes Braman","2,63","5,00","13,15","17,00","44,70",
,,,,"Total:135,94",,"Total:472,72",
"Cerveza Bailandera","Cerveza Bupa - Bailandera - 33cl","25,00","1,53","38,22","2,70","66,39",
"Cerveza Bailandera","Cerveza de Trigo  - Bailandera - 33cl","14,00","1,53","21,40","2,70","37,51",
"Cerveza Bailandera","Cerveza Fruta Bruta - Bailandera - 33cl","13,00","1,53","19,88","2,70","35,02",
"Cerveza Bailandera","Cerveza LupuLove - Bailandera - 33cl","10,00","1,61","16,12","2,85","27,87",
"Cerveza Bailandera","Cerveza Negra - Bailandera - 33cl","8,00","1,53","12,23","2,70","20,89",
"Cerveza Bailandera","Cerveza Sin Gluten - Bailandera - 33cl","16,00","1,53","24,46","2,70","41,03",
,,,,"Total:132,31",,"Total:228,71",
"Cerveza Lluna Artesana-ARTICULTURA DE LA TERRA COOP. V","Cerveza Lluna Blonde (trigo rubia) botella 33cl- Cervezas Lluna","8,00","1,38","11,01","2,40","19,20",
"Cerveza Lluna Artesana-ARTICULTURA DE LA TERRA COOP. V","Cerveza Lluna Happy Trip - 33 cl- Cervezas Lluna","1,00","1,45","1,45","2,55","2,55",
"Cerveza Lluna Artesana-ARTICULTURA DE LA TERRA COOP. V","Cerveza Lluna negra- botella 33cl- Cervezas Lluna","1,00","1,45","1,45","2,55","2,55",
,,,,"Total:13,91",,"Total:24,30",
"Chocolates Sole","Cacao puro 500g ECO- Sole","3,00","6,58","19,74","10,50","31,50",
"Chocolates Sole","Chocolate blanco- Sole- 100 gr","10,00","1,41","14,10","2,25","22,50",
"Chocolates Sole","Chocolate con leche - Sole -100 gr","16,00","1,42","22,72","2,25","36,00",
"Chocolates Sole","Chocolate con leche - Sole- 25g","48,00","0,35","16,80","0,55","26,35",
"Chocolates Sole","Chocolate Negro 56%- Sole- 100 gr","8,00","1,38","11,04","2,20","17,60",
"Chocolates Sole","Chocolate negro 73% almendra ECO- Sole- 150g","29,00","2,59","75,11","4,15","119,93",
"Chocolates Sole","Chocolate negro 73% ECO 100gr- Sole","26,00","1,65","42,90","2,65","68,50",
"Chocolates Sole","Chocolate negro 73% ECO 25gr- Sole","30,00","0,41","12,30","0,65","19,50",
"Chocolates Sole","Chocolate Negro 73% Endulzado con Agave- Sole -100g","10,00","1,69","16,90","2,70","26,73",
"Chocolates Sole","Chocolate negro 86% ECO- Sole- 100g","16,00","1,71","27,36","2,75","43,72",
"Chocolates Sole","Chocolate negro canela ECO- Sole- 100g","8,00","1,41","11,28","2,25","17,84",
"Chocolates Sole","Chocolate Negro con Aceite Oliva - Sole - 100 gr","6,00","1,67","10,02","2,65","15,64",
"Chocolates Sole","Chocolate Negro con jengibre- Sole- 100 gr","11,00","1,50","16,50","2,40","25,94",
"Chocolates Sole","Chocolate Negro con naranja -Sole- 100g","18,00","1,49","26,82","2,40","42,52",
"Chocolates Sole","Chocolate Negro Frambuesa -Chocolate Sole- 100 gr","6,00","2,43","14,58","3,90","23,40",
"Chocolates Sole","Chocolate yogur fresas ECO 100gr - Sole","1,00","1,63","1,63","2,60","2,60",
"Chocolates Sole","Desayuno al chocolate ECO- Sole- 200g","14,00","1,89","26,46","3,00","42,00",
,,,,"Total:366,26",,"Total:582,27",
"COATO","Carne de membrillo - Coato- Tarro vidrio 220  gr","3,00","2,10","6,30","3,50","10,47",
