"Productos por proveedor"
"Proveedor","descripcion","cantidad","Precio coste","Total coste","pvp","total pvp",
"El Cantero de Letur","Yogur griego de vaca - El Cantero de Letur - 2 x 125 gr","3,00","1,21","3,64","1,90","5,41",
,,,,"Total:185,49",,"Total:283,30",
"El Horno de Lena - H.L.T.S.A.","Aceite de Coco especial cocina- Horno de lena - 300gr","2,00","3,75","7,50","6,75","13,50",
"El Horno de Lena - H.L.T.S.A.","Bebida Choco/Avena calcio-El Horno de Lena-1 Litro","1,00","1,95","1,95","3,10","3,10",
"El Horno de Lena - H.L.T.S.A.","Bebida Choco/Avena Calcio-NaturGreen- Horno de lena 200ml","1,00","0,73","0,73","1,10","1,10",
"El Horno de Lena - H.L.T.S.A.","Bebida de Almendra Ecologica - Monsoy - 1 litro","20,00","1,90","38,00","2,75","55,00",
"El Horno de Lena - H.L.T.S.A.","Bebida de Arroz Ecologica - Monsoy - 1 litro","9,00","1,70","15,30","2,45","22,05",
"El Horno de Lena - H.L.T.S.A.","Bebida de Avellana y Arroz-Monsoy-1 litro","9,00","1,94","17,46","2,80","25,20",
"El Horno de Lena - H.L.T.S.A.","Bebida de Avena Calcio Ecologica - Monsoy - 1 litro","40,00","1,70","68,00","2,45","98,00",
"El Horno de Lena - H.L.T.S.A.","Bebida de Avena Ecologica -Monsoy- 1 litro","52,00","1,65","85,80","2,45","127,40",
"El Horno de Lena - H.L.T.S.A.","Ecogalletas de Espelta y Jengibre-Horno de Lena- 200gr","2,00","1,95","3,90","2,80","5,60",
"El Horno de Lena - H.L.T.S.A.","Ecomagdalenas de Espelta - El Horno de Lena- 220gr","4,00","2,20","8,80","3,15","12,60",
"El Horno de Lena - H.L.T.S.A.","Galletas Maria de espelta -El Horno de Lena -350 gr","4,00","3,50","14,00","5,60","22,40",
"El Horno de Lena - H.L.T.S.A.","Naturalgreen tahin - Horno de lena - 300gr","3,00","3,85","11,55","5,45","16,40",
"El Horno de Lena - H.L.T.S.A.","Polvorones de espelta -El Horno de Lena- 300 gr","2,00","4,75","9,50","5,35","10,70",
"El Horno de Lena - H.L.T.S.A.","Semillas de Calabaza -El Horno de Lena -250 gr","4,00","3,65","14,60","5,20","20,80",
"El Horno de Lena - H.L.T.S.A.","Semillas de lino dorado - El Horno de Lena - 500gr","3,00","1,95","5,85","2,95","8,85",
"El Horno de Lena - H.L.T.S.A.","Semillas de sesamo - El Horno de Lena - 500gr","5,00","2,50","12,50","3,75","18,75",
"El Horno de Lena - H.L.T.S.A.","Sidra  Espumosa de manzana sin alcohol - Horno de lena - 750ml","6,00","2,20","13,20","3,15","18,90",
,,,,"Total:328,64",,"Total:480,35",
"Esencia Rural","Ajo morado- Esencia Rural -500 gr","86,74","1,75","151,80","2,70","234,04",
,,,,"Total:151,80",,"Total:234,04",
"Espanica","Aceite Oliva Virgen Extra ""Cooperativa de Marinaleda"" 2l","3,00","12,35","37,05","19,65","58,95",
"Espanica","Azucar de cana de Cuba - Espanica -paquete 1 kg","17,00","3,42","58,14","4,90","83,30",
"Espanica","Cafe natural -Espanica- 250 gramos","22,00","2,52","55,44","3,75","82,50",
"Espanica","Cafe Natural Ecologico -Espanica - 250 gr","16,00","2,87","45,92","4,35","69,60",
"Espanica","Cafe Natural en grano -Espanica- 1 kilo","2,50","9,44","23,60","15,00","37,50",
"Espanica","Panela Ecologica-Cesta Sostenible- Espanica-1 kilo","16,00","3,25","52,00","5,00","80,00",
,,,,"Total:272,15",,"Total:411,85",
"Finca Dos Castanos -Eva Bernaldez Hernandez","Cereza seca-Finca dos castanos-150 gr","4,00","1,35","5,40","2,15","8,60",
"Finca Dos Castanos -Eva Bernaldez Hernandez","Higo Seco- Finca Dos Castanos- 500 gr","9,00","2,70","24,30","4,30","38,70",
"Finca Dos Castanos -Eva Bernaldez Hernandez","Kiwi -Finca Dos Castanos -Kilo","18,40","2,30","42,32","3,75","69,04",
"Finca Dos Castanos -Eva Bernaldez Hernandez","Mermelada de Cerezas 250gr - Finca Dos Castanos","1,00","2,25","2,25","3,80","3,80",
"Finca Dos Castanos -Eva Bernaldez Hernandez","Mermelada de Cerezas 370gr - Finca Dos Castanos","1,00","3,00","3,00","4,70","4,70",
,,,,"Total:77,27",,"Total:124,84",
"FruitalpuntBio","Brocoli /Broqui- FruitalpuntBio - kilo","26,21","2,00","52,42","3,25","83,70",
"FruitalpuntBio","Col KALE - Fruitalpuntbio - manojo 400gr. aprox","15,75","1,00","15,75","1,80","28,35",
"FruitalpuntBio","Kiwi - FruitalpuntBio - kilo","15,95","2,50","39,88","3,90","62,21",
"FruitalpuntBio","Manzana Fuji - FruitalpuntBio - 1 kilo","270,31","1,70","459,53","2,80","756,87",
"FruitalpuntBio","Manzana Golden Supreme - FruitalpuntBio- 1 kilo","246,58","1,60","394,52","2,60","640,46",
"FruitalpuntBio","Membrillo- FruitalpuntBio-1 kilo","7,52","1,00","7,52","1,75","12,28",
"FruitalpuntBio","Pera conferencia - Fruitalpuntbio - kilo","111,83","1,60","178,93","2,65","293,30",
"FruitalpuntBio","Pera Flor de invierno- FruitalpuntBio-precio kilo","37,66","1,50","56,49","2,50","93,83",
"FruitalpuntBio","Zumo de Manzana - Fruitalpuntbio - 750 ml","4,00","1,55","6,20","2,40","9,60",
"FruitalpuntBio","Zumo de manzana, remolacha y zanahoria Fruitalpuntbio-750 ml","5,00","1,55","7,75","2,40","12,00",
"FruitalpuntBio","Zumo de pera Fruitalpuntbio-750 ml","1,00","1,55","1,55","2,40","2,40",
,,,,"Total:1 220,54",,"Total:1 995,00",
"Gemma Magri Sans (FruitalpuntBio)","Coliflor - Fruitalpuntbio - KG","8,26","1,50","12,39","2,50","21,03",
"Gemma Magri Sans (FruitalpuntBio)","Hinojo Bulbo - FruitalpuntBio - Precio kilo","3,00","2,00","6,00","3,25","9,75",
,,,,"Total:18,39",,"Total:30,78",
"GUMIEL Y MENDIA - GUMENDI","Aceituna cocktail- Gumendi- 200 gr","1,00","2,15","2,15","3,50","3,50",
"GUMIEL Y MENDIA - GUMENDI","Aceituna verdial guindilla - gumendi -  bote gr","1,00","1,71","1,71","2,80","2,80",
"GUMIEL Y MENDIA - GUMENDI","Aceitunas rellenas de anchoa- Gumendi- 350 gr","1,00","2,03","2,03","3,30","3,30",
"GUMIEL Y MENDIA - GUMENDI","Brotes de ajo- Gumendi- 240 gr","1,00","1,48","1,48","2,45","2,45",
"GUMIEL Y MENDIA - GUMENDI","Cava Brut Natura- Marrugat - Pinerd - Penedes","1,00","5,46","5,46","9,65","9,65",
"GUMIEL Y MENDIA - GUMENDI","Compota de Manzana -Gumendi - bote 720 gr","7,00","1,65","11,55","2,70","18,90",
"GUMIEL Y MENDIA - GUMENDI","Conserva de alubias blancas con verduras-Gumendi-720 gr","7,00","1,84","12,88","3,00","21,00",
"GUMIEL Y MENDIA - GUMENDI","Conserva de Borraja- Gumendi- bote 660gr","2,00","2,82","5,64","4,55","9,10",
"GUMIEL Y MENDIA - GUMENDI","Conserva de cardo al natural - Gumendi- bote 660 gr","3,00","1,95","5,85","3,20","9,60",
"GUMIEL Y MENDIA - GUMENDI","Conserva de garbanzos con verduras-Gumendi-450g","7,60","1,84","13,98","3,00","22,80",
"GUMIEL Y MENDIA - GUMENDI","Conserva de Guisantes- Gumendi- 245 gr","7,00","1,71","11,97","2,80","19,60",
"GUMIEL Y MENDIA - GUMENDI","Conserva de Judias al natural  - Gumendi- 660 gr","2,00","1,98","3,96","3,25","6,50",
"GUMIEL Y MENDIA - GUMENDI","Conserva de lentejas con verduras-Gumendi-625g","2,00","1,78","3,56","2,90","5,80",
"GUMIEL Y MENDIA - GUMENDI","Conserva Tomate Frito a la Navarra- Gumendi- 340 gr","9,00","2,05","18,45","3,10","27,90",
"GUMIEL Y MENDIA - GUMENDI","DESCATALOGADO - Turron Alicante (duro)- Delicatalia- Abuelo- 150 gr","1,00","4,33","4,33","5,95","5,95",
"GUMIEL Y MENDIA - GUMENDI","Escalivada - Gumendi - 320gr","1,00","2,60","2,60","4,20","4,20",
"GUMIEL Y MENDIA - GUMENDI","Fritada (pisto navarro)- Gumendi- 410 gr.","1,00","1,67","1,67","2,65","2,65",
"GUMIEL Y MENDIA - GUMENDI","Macedonia de Verduras -Gumendi -660 gramos","1,00","1,84","1,84","3,01","3,01",
"GUMIEL Y MENDIA - GUMENDI","Pimiento morron extra tiras - Gumendi- bote 215 gr","2,00","2,13","4,26","3,47","6,94",
"GUMIEL Y MENDIA - GUMENDI","Pimiento piquillo rojo tiras - Gumendi- bote 185 gr","1,00","2,32","2,32","3,70","3,70",
"GUMIEL Y MENDIA - GUMENDI","Polvorones blancos-Pasteco- 300 gr","6,00","2,91","17,46","4,70","28,20",
"GUMIEL Y MENDIA - GUMENDI","Polvorones de Chocolate -Pasteco- 300 gr (12 unidades)","6,00","3,82","22,92","6,15","36,90",
"GUMIEL Y MENDIA - GUMENDI","Sal de salinas de oro-Gumendi-400g","2,00","1,35","2,70","2,25","4,50",
"GUMIEL Y MENDIA - GUMENDI","Salsa de tomate frito- Gumendi- 315 gr","7,00","1,20","8,40","2,25","15,75",
"GUMIEL Y MENDIA - GUMENDI","Tomate entero pelado- Gumendi- 660g","16,00","1,65","26,40","2,70","43,20",
"GUMIEL Y MENDIA - GUMENDI","Tomate triturado- Gumendi-660gr","5,00","1,64","8,20","2,70","13,50",
,,,,"Total:203,77",,"Total:331,40",
"Herbes del Moli","After Mint- 15 Piramides de 2g- Herbes del Moli","1,00","2,65","2,65","4,20","4,20",
"Herbes del Moli","Albahaca- hojas - Herbes del Moli- 20 gr","2,00","0,93","1,86","1,50","3,00",
"Herbes del Moli","Alcaravea- Herbes del moli- bolsa semillas (90gr)","1,00","2,00","2,00","3,46","3,46",
"Herbes del Moli","Anis verde- semillas - Herbes del Moli- 70 gr","2,00","1,82","3,64","2,90","5,80",
"Herbes del Moli","Bolsa Raiz de jengibre- Herbes del Moli-  70 gr","3,00","2,06","6,18","3,54","10,62",
"Herbes del Moli","Bote de jengibre molido, Herbes del Moli, bote 25gr","2,00","1,50","3,00","2,47","4,94",
"Herbes del Moli","Canela molida- Herbes del moli- bote- 25gr","2,00","1,60","3,20","2,55","5,10",
"Herbes del Moli","Cardo mariano- semillas - Herbes del Moli- 100 gr","1,00","2,16","2,16","3,45","3,45",
"Herbes del Moli","Cayena Molida- Herbes del Moli- bote 30gr","5,00","1,97","9,85","2,95","14,75",
"Herbes del Moli","Cola de Caballo - Herbes del Moli  - 30 gr","3,00","1,59","4,77","2,40","7,20",
"Herbes del Moli","Curcuma- Herbes del moli- bote 30gr","8,00","1,47","11,76","2,40","19,20",
"Herbes del Moli","Curry - Herbes del Moli- Bote 30gr","2,00","1,60","3,20","2,95","5,90",
"Herbes del Moli","Eneldo- hojas - Herbes del Moli- 30 gr","4,00","1,43","5,72","1,45","5,80",
"Herbes del Moli","Equinacea- raiz- Herbes del Moli-  60 gr","1,00","3,56","3,56","4,55","4,55",
"Herbes del Moli","Especia sazonador pasta- Herbes del moli- bote 25gr","1,00","1,84","1,84","2,45","2,45",
"Herbes del Moli","Hierba buena- Herbes del moli- bolsa hojas (20gr)","1,00","1,00","1,00","1,53","1,53",
"Herbes del Moli","Hierbas provenzales- Herbes del Moli - bote 15 gr","2,00","1,43","2,86","2,00","4,00",
"Herbes del Moli","Hinojo- Herbes del moli- bolsa semillas (90gr)","1,00","1,64","1,64","2,60","2,60",
"Herbes del Moli","Manzanilla con Anis- Herbes del Moli- 20 saquitos","6,00","1,55","9,30","2,55","15,30",
"Herbes del Moli","Manzanilla Dulce, flor - Herbes del Moli - 30 gr","1,00","1,45","1,45","2,30","2,30",
"Herbes del Moli","Manzanilla Mahon - Herbes del Moli - 40 gr","1,00","1,76","1,76","2,55","2,55",
"Herbes del Moli","Manzanilla- Herbes del moli- 20 saquitos","2,00","1,45","2,90","2,40","4,80",
"Herbes del Moli","Melisa- hojas - Herbes del Moli- 20 gr","1,00","1,12","1,12","1,65","1,65",
"Herbes del Moli","Menta poleo- Herbes del moli- 20 saquitos","1,00","1,45","1,45","2,30","2,30",
"Herbes del Moli","Oregano- Herbes del moli- bote 7gr","1,00","1,30","1,30","2,00","2,00",
"Herbes del Moli","Oregano- hojas- Herbes del Moli-  30 gr","3,00","1,41","4,23","2,25","6,75",
"Herbes del Moli","Ortiga verde planta cortada- Herbes del Moli-  25 gr","2,00","1,02","2,04","1,50","3,00",
"Herbes del Moli","Pasiflora Encarnata - bolsa  - Herbes del Moli - 35 gr","1,00","1,64","1,64","2,40","2,40",
"Herbes del Moli","Perejil- hojas - Herbes del Moli- 40 gr","1,00","1,88","1,88","2,80","2,80",
"Herbes del Moli","Pimenton Picante- Herbes del Moli- Bote 40gr","2,00","1,70","3,40","2,70","5,40",
"Herbes del Moli","Pimienta Negra molida- Herbes del Moli- Bote 38gr","2,00","1,80","3,60","2,85","5,70",
"Herbes del Moli","Sal de ajo molinillo- Herbes del Moli- Bote 60gr","1,00","2,50","2,50","4,46","4,46",
"Herbes del Moli","Salvia- hojas- Herbes del Moli-  35 gr","2,00","1,49","2,98","2,40","4,80",
"Herbes del Moli","Te de jazmin- Herbes del Moli- 70 gr","1,00","2,52","2,52","2,66","2,66",
"Herbes del Moli","Te descafeinado-bolsa 60 gr-Herbes del Moli","1,00","2,16","2,16","3,45","3,45",
"Herbes del Moli","Te Moruno -Herbes del Moli- 20 saquitos","2,00","1,70","3,40","2,65","5,30",
"Herbes del Moli","Te negro English Breakfast- Herbes del Moli - 70gr","1,00","2,39","2,39","2,90","2,90",
"Herbes del Moli","Te negro- Herbes del moli-20 saquitos","1,00","1,45","1,45","2,30","2,30",
"Herbes del Moli","Te rojo Pu erh - Herbes del Moli- 70 gr","1,00","4,88","4,88","7,80","7,80",
"Herbes del Moli","Te Rojo Pu erh- Herbes del Moli - 20 bolsitas.","1,00","2,10","2,10","2,35","2,35",
"Herbes del Moli","Te rooibos a la vainilla- Herbes del Moli- 70 gr","1,00","2,23","2,23","3,55","3,55",
"Herbes del Moli","Te Rooibos Naranja Chai- 15 Piramides de 2g- Herbes del moli","2,00","2,65","5,30","4,20","8,40",
"Herbes del Moli","Te rooibos- Herbes del moli- 20 saquitos","1,00","1,50","1,50","2,40","2,40",
"Herbes del Moli","Te rooibos- Herbes del Moli- 60 gr","2,00","2,02","4,04","3,22","6,44",
"Herbes del Moli","Te Verde con menta-Herbes del moli- 20 saquitos","2,00","1,70","3,40","2,45","4,90",
"Herbes del Moli","Te verde- Herbes del moli-20 saquitos","7,00","1,45","10,15","2,30","16,10",
"Herbes del Moli","Tila- Herbes del moli- 20 saquitos","1,00","1,70","1,70","2,65","2,65",
"Herbes del Moli","Tisana Antiestres- Herbes del Moli- 20 saquitos","4,00","1,70","6,80","2,65","10,60",
"Herbes del Moli","Tisana Circula-T- Herbes del Moli- 20 saquitos","2,00","1,65","3,30","2,65","5,30",
"Herbes del Moli","Tisana Depurat- Herbes del moli-20 saquitos","8,00","1,70","13,60","2,65","21,20",
"Herbes del Moli","Tisana Duermet- Herbes del moli-20 saquitos","1,00","1,65","1,65","2,65","2,65",
"Herbes del Moli","Tisana Laxa-T- Herbes del Moli- 20 saquitos","1,00","1,49","1,49","2,30","2,30",
"Herbes del Moli","Tisana Respirt- Herbes del moli- 20 saquitos","2,00","1,65","3,30","2,65","5,30",
"Herbes del Moli","Tisana Silue-T- Herbes del Moli- 20 saquitos","1,00","1,65","1,65","2,30","2,30",
"Herbes del Moli","Tomillo hoja- Herbes del Moli- 50 gr","2,00","1,81","3,62","2,90","5,80",
"Herbes del Moli","Vid roja- hojas- Herbes del Moli-  35 gr","9,00","1,32","11,88","2,10","18,90",
,,,,"Total:206,95",,"Total:320,31",
"HUEVOS PEDAQUE","Huevos - Pedaque - Media Docena","239,00","1,64","391,96","2,48","589,01",
,,,,"Total:391,96",,"Total:589,01",
"Josenea","Champu pelo graso (salvia y rhassoul) JOSENEA- Irati - 250ml","1,00","8,07","8,07","13,15","13,15",
"Josenea","Desodorante rosa damascena (liquido) JOSENEA- Irati - 100ml","1,00","4,96","4,96","11,10","11,10",
"Josenea","Desodorante salvia y lavanda (liquido) JOSENEA - Irati - 100ml","2,00","6,91","13,82","11,10","22,20",
"Josenea","ProteK - 20 sacos - Josenea -","1,00","2,09","2,09","3,65","3,65",
,,,,"Total:28,94",,"Total:50,10",
"L'Olivateria","Aceitunas Alinadas Gazpachas - 225gr- L'Olivateria","7,00","1,80","12,60","3,00","21,00",
"L'Olivateria","Aceitunas Alinadas Gazpachas Picantes - 225gr- L'Olivateria","2,00","1,80","3,60","3,00","6,00",
"L'Olivateria","Aceitunas Alinadas Gazpachas Picantes -Granel- precio kg L'Olivateria","3,29","7,00","23,00","12,00","37,58",
"L'Olivateria","Aceitunas Alinadas Indicas - 225gr- L'Olivateria","4,00","1,80","7,20","3,00","12,00",
"L'Olivateria","Aceitunas Alinadas Indicas - Granel- precio kg L'Olivateria","3,44","6,65","22,84","11,40","39,14",
"L'Olivateria","Aceitunas Alinadas Negras Naturales - 225gr- L'Olivateria","2,00","1,80","3,60","3,00","6,00",
"L'Olivateria","Aceitunas Citricas naranja y canela - Granel- precio kg L'Olivateria","5,22","6,51","34,01","11,20","58,50",
"L'Olivateria","Aceitunas Citricas naranja y canela -225 gr- L'Olivateria","2,00","1,80","3,60","3,00","6,00",
"L'Olivateria","Aceitunas Tradicionales con Ajo - 225gr- L'Olivateria","7,00","1,80","12,60","3,00","21,00",
"L'Olivateria","Aceitunas Tradicionales con Ajo -Granel- precio kg L'Olivateria","10,70","6,65","71,14","11,40","115,48",
"L'Olivateria","Aceitunas Tradicionales con hierbas - 225gr- L'Olivateria","3,00","1,80","5,40","3,00","9,00",
"L'Olivateria","Cebolla encurtida - 225gr - L'Olivateria","2,00","1,80","3,60","3,00","6,00",
"L'Olivateria","Coliflor encurtida - 225gr - L'Olivateria","2,00","1,80","3,60","3,00","6,00",
"L'Olivateria","DESCATALOGADAS Aceitunas Citricas al Limon - 225gr - L'Olivateria","1,00","1,80","1,80","3,00","3,00",
"L'Olivateria","DESCATALOGADO Aceitunas Alinadas Indicas - 2,5kg- L'Olivateria","0,44","17,50","7,70","28,60","12,58",
,,,,"Total:216,28",,"Total:359,28",
"La Abeja Meli (APIARTE)","Miel brezo/roble - La Abeja Meli-1 kilo","3,00","8,60","25,80","12,45","37,35",
"La Abeja Meli (APIARTE)","Miel Multifloral Aromatica- La abeja Meli- bote de 500gr","1,00","4,90","4,90","7,35","7,35",
"La Abeja Meli (APIARTE)","Miel multifloral aromatica- La Abeja Meli-1 kilo","2,00","8,30","16,60","13,25","26,50",
"La Abeja Meli (APIARTE)","Miel Multifloral Montana- La Abeja Meli- 500 gr","4,00","4,90","19,60","7,80","31,20",
"La Abeja Meli (APIARTE)","Miel romero- La abeja Meli- 500 gramos","1,00","5,10","5,10","8,15","8,15",
"La Abeja Meli (APIARTE)","Miel romero- La Abeja Meli-1 kg","5,00","8,60","43,00","12,90","64,50",
"La Abeja Meli (APIARTE)","Miel tomillo- La abeja Meli- 500 gramos","1,00","5,10","5,10","7,80","7,80",
"La Abeja Meli (APIARTE)","Miel tomillo- La Abeja Meli-1 kilo","1,00","8,60","8,60","13,75","13,75",
,,,,"Total:128,70",,"Total:196,60",
"La Garbancita Ecologica","lotes y saldos cb","16,61","0,96","15,97","3,15","18,61",
"La Garbancita Ecologica","Piramide ADE -Alimentacion Deporte y Emociones","1,00","0,48","0,48","1,00","1,00",
"La Garbancita Ecologica","Piramide ADE Plastificada -La Garbancita","1,00","1,31","1,31","4,00","4,00",
,,,,"Total:17,76",,"Total:23,61",
"LA LABRANZA TOLEDANA","Lata 2,5 litros - Aceite de Oliva Virgen Extra - Labranza Toledana","1,00","14,55","14,55","21,75","21,75",
,,,,"Total:14,55",,"Total:21,75",
"La Vall de la Casella","Alcachofa -Vall de la Casella- kg","28,80","2,60","74,88","4,10","117,10",
"La Vall de la Casella","Brocoli- La Val de la Casella- precio kilo","12,89","2,70","34,80","3,15","40,48",
"La Vall de la Casella","Calabaza para Asar - Vall de Casella - Precio/Kg","6,39","1,30","8,30","2,20","14,04",
"La Vall de la Casella","Coliflor - La Val de la Casella - precio unidad","30,78","1,50","46,17","2,70","83,07",
"La Vall de la Casella","Granada - La Vall de la Casella - Kg","13,88","1,80","24,98","2,60","34,04",
"La Vall de la Casella","Habas-kg La Vall de la Casella","8,30","2,50","20,74","3,20","26,55",
"La Vall de la Casella","Lechuga roble roja -La Vall de la Casella- precio unidad","1,00","0,85","0,85","1,80","1,80",
"La Vall de la Casella","Lechuga Roble Verde - Vall de la Casella - unidad","8,00","0,85","6,80","1,80","14,40",
"La Vall de la Casella","Mandarina - La Vall de la Casella- PACK  2 KG","10,02","2,34","23,45","3,70","37,06",
"La Vall de la Casella","Mandarina -La Vall de la Casella- 1 kg","190,26","1,17","222,60","1,90","361,42",
"La Vall de la Casella","Naranja Navelina -La Vall de la Casella- kg","345,60","0,99","342,14","1,70","570,64",
"La Vall de la Casella","Naranja Vall de la Casella- PACK 2 KG","6,15","1,98","12,17","3,20","19,66",
"La Vall de la Casella","Naranja Vall de la Casella- PACK 5 KG-","6,77","4,95","33,52","7,30","49,43",
"La Vall de la Casella","Naranja Vall de la Casella- PACK 6 kg-","5,28","5,94","31,35","14,40","75,99",
"La Vall de la Casella","Perejil Manojo 100 grs - La Vall de la Casella","2,00","0,40","0,80","3,05","6,10",
,,,,"Total:883,54",,"Total:1 451,78",
"La Verdera Interior S.L.","DESCATALOGADO Quinoa con verduras - La Verdera - 135gr","1,00","2,50","2,50","4,84","4,84",
"La Verdera Interior S.L.","Mojo Picon -La Verdera- 135 gr","2,00","2,00","4,00","4,00","7,20",
"La Verdera Interior S.L.","Muhammara, pate de pimiento - La Verdera - 135gr","2,00","2,00","4,00","4,40","7,60",
"La Verdera Interior S.L.","Pesto de kale - La Verdera - 135gr","1,00","2,75","2,75","4,40","4,40",
"La Verdera Interior S.L.","Skordalia - La Verdera- 180gr","1,00","2,00","2,00","4,40","4,40",
"La Verdera Interior S.L.","Sobrasada vegetal - La Verdera - 135gr","6,00","2,75","16,50","4,75","27,45",
"La Verdera Interior S.L.","Tahini - La Verdera - 135gr","1,00","3,25","3,25","5,20","5,20",
"La Verdera Interior S.L.","Tomates Secos Mitades - La Verdera - 100gr","1,00","2,50","2,50","2,00","2,00",
,,,,"Total:37,50",,"Total:63,09",
"Libreria CAES","Agenda Mujeres 2018","1,00","8,68","8,68","14,00","14,00",
,,,,"Total:8,68",,"Total:14,00",
"Lilliput -Tus Brotes Verdes","Semilla de Soja Verde-Lilliput-100 g","1,00","2,09","2,09","3,15","3,15",
"Lilliput -Tus Brotes Verdes","Semillas de Cebolla -Lilliput - 50gr","1,00","3,57","3,57","5,40","5,40",
"Lilliput -Tus Brotes Verdes","Semillas de Cilantro -Lilliput - 50gr","2,00","1,55","3,10","2,35","4,70",
"Lilliput -Tus Brotes Verdes","Semillas de Col Khale - 75gr - Lilliput","1,00","3,33","3,33","5,50","5,50",
,,,,"Total:12,09",,"Total:18,75",
"Mana pistachos","Pasta de Pistacho crudo - 150gr - Mana Pistachos","5,00","4,20","21,00","6,00","30,00",
"Mana pistachos","Pistacho crudo- Mana pistachos - 500gr -Bolsa atmosfera controlada","15,00","9,50","142,50","10,55","166,80",
,,,,"Total:163,50",,"Total:196,80",
"Miel Antonio Simon","Jalea Real - Antonio Simon- 20g","2,00","8,14","16,28","13,00","26,00",
"Miel Antonio Simon","Miel de Cantueso -Antonio Simon- 1kg","3,00","8,10","24,30","12,90","38,70",
"Miel Antonio Simon","Miel de Cantueso -Antonio Simon- 500g","2,00","4,65","9,30","6,70","14,84",
"Miel Antonio Simon","Miel de Castano -Antonio Simon- 1kg","4,00","8,10","32,40","12,90","51,60",
"Miel Antonio Simon","Miel de Espliego - Antonio Simon- 1kg","2,00","8,10","16,20","11,70","23,40",
"Miel Antonio Simon","Miel de Espliego - Antonio Simon- 500g","3,00","4,65","13,95","6,70","20,10",
"Miel Antonio Simon","Miel de Eucalipto -Antonio Simon- 1kg","5,00","8,10","40,50","12,90","64,50",
"Miel Antonio Simon","Miel de Eucalipto -Antonio Simon- 500g","1,00","4,65","4,65","7,40","7,40",
"Miel Antonio Simon","Miel de Roble - Antonio Simon- 500g","1,00","5,61","5,61","6,70","6,70",
"Miel Antonio Simon","Polen deshidratado -Antonio Simon- 225g","2,00","7,50","15,00","8,95","17,90",
,,,,"Total:178,19",,"Total:271,14",
"NATURAL CRUNCH-VitaSnacks","Arandanos Crujientes- VitaSnack- 24 gr","1,00","2,03","2,03","3,05","3,05",
"NATURAL CRUNCH-VitaSnacks","Mango Crujiente- VitaSnack -26 g","2,00","1,68","3,36","2,55","5,10",
"NATURAL CRUNCH-VitaSnacks","Tomate Crujiente- VitaSnack -24 g","1,00","1,68","1,68","2,55","2,55",
,,,,"Total:7,07",,"Total:10,70",
"PAMIES VITAE (Pamies Horticoles SL)","Allergyvita - Pamies Vitae - 120gr","1,00","5,00","5,00","7,50","7,50",
"PAMIES VITAE (Pamies Horticoles SL)","Amrenavita - mezcla de hierbas para LIMP. RENAL - Pamies vitae - 255 gr","1,00","7,00","7,00","12,00","12,00",
"PAMIES VITAE (Pamies Horticoles SL)","Biodent Vital- dentifrico- Pamies Vitae- 75 ml","5,00","2,60","13,00","4,50","22,50",
"PAMIES VITAE (Pamies Horticoles SL)","Champu de Lavanda y Salvia- Pamies Vitae- (200 ml)","1,00","3,31","3,31","7,00","7,00",
"PAMIES VITAE (Pamies Horticoles SL)","Diente de leon planta seca - Pamies vitae - 100gr","1,00","4,00","4,00","6,00","6,00",
"PAMIES VITAE (Pamies Horticoles SL)","Digevita - mezcla de hierbas para DIGESTION - Pamies vitae - 120 gr","1,00","5,00","5,00","7,50","7,50",
"PAMIES VITAE (Pamies Horticoles SL)","Estevia Fluid -liquido 50 ml- Pamies Vitae","4,00","2,90","11,60","5,00","20,00",
"PAMIES VITAE (Pamies Horticoles SL)","Estevia Instant en polvo- Pamies Vitae- 100 gr","1,00","10,27","10,27","8,00","8,00",
"PAMIES VITAE (Pamies Horticoles SL)","Esteviatabs - 300 comprimidos de 60 mg- Pamies Vitae","3,00","3,00","9,00","5,00","15,00",
"PAMIES VITAE (Pamies Horticoles SL)","Mesclum Multisabor-bolsa 400 gr- Pamies Vitae","47,00","3,50","164,50","5,95","276,37",
"PAMIES VITAE (Pamies Horticoles SL)","Stevia, planta seca - Pamies Vitae- sobre 120 gramos","1,00","4,00","4,00","6,00","6,00",
,,,,"Total:236,68",,"Total:387,87",
"Panaderia Rincon del Segura","Agua de mar- Rincon del Segura- Botella de 1,5 Litros","3,00","1,91","5,73","3,00","9,00",
"Panaderia Rincon del Segura","Agua de mar- Rincon del Segura- Garrafa de 5 Litros","1,00","5,90","5,90","10,84","10,84",
"Panaderia Rincon del Segura","Galletas algarroba - Rincon del Segura- 300gr","21,00","1,93","40,53","3,05","64,05",
"Panaderia Rincon del Segura","Galletas crujientes con Pipas,linaza y sesamo - Rincon del Segura- 200gr","8,00","2,14","17,12","4,10","32,80",
"Panaderia Rincon del Segura","Galletas crujientes con Sesamo - Rincon del Segura- 200gr","8,00","2,14","17,12","4,10","32,80",
"Panaderia Rincon del Segura","Galletas multicereales - Rincon del Segura- 300gr","15,00","2,22","33,30","3,55","53,25",
"Panaderia Rincon del Segura","Harina blanca de trigo con germen - Rincon del Segura- 1kg","13,00","1,20","15,60","2,30","29,90",
"Panaderia Rincon del Segura","Harina de algarroba- Rincon Segura- 500 gr","4,00","1,35","5,40","2,75","11,00",
"Panaderia Rincon del Segura","Harina integral de maiz - Rincon del segura - 1 kg","1,00","1,65","1,65","3,20","2,24",
