"Products list"
"ref","description","Base imp.","IVA","Total",
"MZHDOLC0024","Hierbas para Hipertension- Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0025","Desodorante Piedra de Alumbre - Dulce Revolucion - Pequeno","2.64","10.00","2.90",
"MZHDOLC0026","Hierbas para Almorranas - Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0027","Hierbas para Estrenimiento - Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0028","Hierbas para Acido Urico - Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0029","Hierbas para Lagunas de Memoria y Temblores - Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0030","Hierbas para Anemia - Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0031","Hierbas para Artrosis - Dulce Revolucion - 120 gr.","7.27","10.00","8.00",
"MZHDOLC0032","Hierbas para Caida de Cabello - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0033","Hierbas para Cataratas y Glaucoma - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0034","Hierbas para Corazon - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0035","Hierbas para Gingivitis y Dientes Moviles - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0036","Hierbas para Halitosis- Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0037","Hierbas para Hipertension - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0038","Hierbas para Ictus, Heridura o Embolia - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0039","Hierbas para Incontinencia Urinaria - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0040","Hierbas para Infeccion de Orina - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0041","Hierbas para Insomnio - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0042","Hierbas para Malaltia de Crohn - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0043","Hierbas para Parkinson - Dulce Revolucion - 120 gr","7.27","10.00","8.00",
"MZHDOLC0044","Hierbas para Psoriasis- Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0045","Hierbas para Resfriado - Dulce Revolucion- 120 gr.","7.27","10.00","8.00",
"MZHDOLC0046","Essiac (Depurativo, antioxidante y desintoxicante) -Dulce Revolucion -120 gr","7.27","10.00","8.00",
"MZHDOLC0047","Ginseng con Jalea Real - 60 capsulas","11.18","10.00","12.30",
"MZHDOLC0048","Chancapiedras hoja seca -Dulce Revolucion -120 gr","7.27","10.00","8.00",
"OLIVA0001","Bote Aceitunas Gazpachas Picantes  - 2,250kg- L'Olivateria","22.00","10.00","24.20",
"OLIVA0002","Bote Aceitunas Tradicionales con Ajo - 2,250kg- L'Olivateria","20.91","10.00","23.00",
"OLIVA0003","Aceitunas Alinadas Gazpachas - 225gr- L'Olivateria","2.73","10.00","3.00",
"OLIVA0004","Aceitunas Alinadas Indicas - 225gr- L'Olivateria","2.73","10.00","3.00",
"OLIVA0005","Aceitunas Alinadas Negras Naturales - 225gr- L'Olivateria","2.73","10.00","3.00",
"OLIVA0006","Aceitunas Tradicionales con hierbas - 225gr- L'Olivateria","2.73","10.00","3.00",
"OLIVA0007","Aceitunas Tradicionales con Ajo - 225gr- L'Olivateria","2.73","10.00","3.00",
"OLIVA0008","DESCATALOGADAS Aceitunas Citricas al Limon - 225gr - L'Olivateria","2.73","10.00","3.00",
"OLIVA0009","Cebolla encurtida - 225gr - L'Olivateria","2.73","10.00","3.00",
"OLIVA0010","Aceitunas Alinadas Gazpachas Picantes -Granel- precio kg L'Olivateria","10.27","10.00","11.30",
"OLIVA0011","Coliflor encurtida - 225gr - L'Olivateria","2.73","10.00","3.00",
"OLIVA0012","Aceitunas Tradicionales con Ajo -Granel- precio kg L'Olivateria","9.77","10.00","10.75",
"OLIVA0013","DESCATALOGADA Aceitunas Citricas naranja y canela -5 kg- L'Olivateria","47.82","10.00","52.60",
"OLIVA0014","DESCATALOGADA Aceitunas Tradicionales con Ajo - 5kg- L'Olivateria","46.45","10.00","51.10",
"OLIVA0015","DESCATALOGADA Aceitunas Alinadas Gazpachas Picantes - 5kg- L'Olivateria","48.86","10.00","53.75",
"OLIVA0016","DESCATALOGADA Aceitunas Alinadas Indicas - 5kg- L'Olivateria","48.86","10.00","53.75",
"OLIVA0017","DESCATALOGADO Aceitunas Alinadas Indicas - 2,5kg- L'Olivateria","26.00","10.00","28.60",
"OLIVA0018","Aceitunas Citricas naranja y canela -225 gr- L'Olivateria","2.73","10.00","3.00",
"OLIVA0019","Aceitunas Alinadas Gazpachas Picantes - 225gr- L'Olivateria","2.73","10.00","3.00",
"OLIVA0020","Aceitunas Alinadas Indicas - Granel- precio kg L'Olivateria","10.36","10.00","11.40",
"OLIVA0021","Aceitunas Citricas naranja y canela - Granel- precio kg L'Olivateria","10.18","10.00","11.20",
"OLIVA0022","Aceitunas Alinadas Envinagradas - 225 gr- L'Olivateria","2.73","10.00","3.00",
"OLIVA0023","Aceitunas Alinadas Algas y agua mar - 225 gr- L'Olivateria","2.73","10.00","3.00",
"OLIVA0024","Guindillas picantes - 200 gr- L'Olivateria","2.73","10.00","3.00",
"OLIVA0025","Bote Aceitunas Citricas Naranja y Canela - 2,250kg- L'Olivateria","21.59","10.00","23.75",
"OLIVA0026","Bote Aceitunas Indicas - 2,250kg- L'Olivateria","22.00","10.00","24.20",
"PACGARB0001","Lote Cultura Alimentaria","7.69","4.00","8.00",
"PANAKOS1","Hogaza pan trigo blanco con germen-Panakos- 1 kilo","4.04","4.00","4.20",
"PANAKOS10","Hogaza pan de centeno integral-REBANADA- Panakos- 1 kilo","5.53","4.00","5.75",
"PANAKOS11","Hogaza pan de trigo blanco con semillas-REBANADA- Panakos- 1 kilo","5.53","4.00","5.75",
"PANAKOS2","Hogaza pan de trigo integral -Panakos- 1 kilo","4.04","4.00","4.20",
"PANAKOS3","Hogaza pan de espelta- Panakos- 1 kilo","5.38","4.00","5.60",
"PANAKOS4","Hogaza pan de centeno integral- Panakos- 1 kilo","5.38","4.00","5.60",
"PANAKOS5","Hogaza pan de trigo blanco con semillas- Panakos- 1 kilo","5.38","4.00","5.60",
"PANAKOS6","Barra pan de trigo blanco con germen- Panakos- 400 gr","2.02","4.00","2.10",
"PANAKOS7","Hogaza pan trigo blanco con germen-REBANADA-Panakos-1kilo","4.18","4.00","4.35",
"PANAKOS8","Hogaza pan de trigo integral-REBANADA -Panakos- 1kilo","4.18","4.00","4.35",
"PANAKOS9","Hogaza pan de espelta-REBANADA- Panakos- 1 kilo","5.53","4.00","5.75",
"PANBIOG0001","Pan Rallado de Espelta Integral - Biogredos - 200 gr","2.00","10.00","2.20",
"PAÑBIOG0002","Toallitas humedas bebe Pingo 80uds - El Granero -","3.39","21.00","4.10",
"PANBIOP0010","Pan rallado integral con ajo y perejil- Bioprasad- paquete 250 g","2.50","10.00","2.75",
"PANBIOP0011","Pan rallado integral- Bioprasad- paquete 250 gr","1.86","10.00","2.05",
"PANCOAT001","Reganas eco integrales con aceite de oliva - Coato- bolsa plastico 150 g","1.36","10.00","1.50",
"PANCOAT002","Reganas eco integrales con aceite de oliva y pimenton- Coato- bolsa plastico 150 g","1.36","10.00","1.50",
"PANCOAT003","Picos eco integrales con aceite de oliva- Coato- Bolsa plastico 150 g","1.36","10.00","1.50",
"PANEDUC0001","Bollitos pan con cebolla-3 unidades","1.00","0.00","1.00",
"PANEDUC0002","Empanada de espinacas y cebolla-unidad","1.50","0.00","1.50",
"PANEDUC0005","Pan para Principiantes (trigo)- La Garbancita Ecologica- 1kg","4.31","4.00","4.48",
"PANEDUC0006","Pan de Trigo Integral - La Garbancita Ecologica- 1 kg","4.31","4.00","4.48",
"PANEDUC0007","Pan de Centeno - La Garbancita Ecologica- 1 kg","5.12","4.00","5.32",
"PANEDUC0008","Pan de Espelta- La Garbancita Ecologica-1 kg","5.51","4.00","5.73",
"PANEDUC0009","Pan Desayuno y Merienda- La Garbancita Ecologica- 1 kg","5.51","4.00","5.73",
"PANEDUC0010","Pan de trigo sarraceno y maiz sin gluten La Garbancita-1 kg","5.51","4.00","5.73",
"PANEDUC0011","Pan Mestizo -  La Garbancita  1kg","4.55","21.00","5.51",
"PANEDUC0012","Pan de Espelta SIN SAL- La Garbancita Ecologica-1 kg","5.51","4.00","5.73",
"PANFLOR0001","Pan de miel con frutos secos- Flor de cereal- 500 gr","6.88","4.00","7.16",
"PANFLOR0002","Pan harina blanca de trigo- Flor de cereal- 500 gr","3.61","4.00","3.75",
"PANFLOR0003","Pan multicereal- Singular Eco- 500 gr","3.75","4.00","3.90",
"PANFLOR0004","Pan de trigo integral y algarroba-Singular Eco- 500 gr","3.89","4.00","4.05",
"PANFLOR0005","Pan de Chia -Singular Eco -500 gr","3.96","4.00","4.11",
"PANFLOR0006","Pan de Miel con frutos secos- OFERTA- Flor Cereal - 500 gr","6.25","4.00","6.50",
"PANFLOR0007","Pan de harina blanca -OFERTA-Flor de Cereales -500 gr","3.41","4.00","3.55",
"PANFLOR0008","Pan Multicereal -OFERTA- Flor de Cereales- 500 gr","3.41","4.00","3.55",
"PANFLOR0009","Pan de trigo integral y algarroba -OFERTA-Flor de Cereales - 500 gr","3.70","4.00","3.85",
"PANFLOR0010","Pan de trigo integral - Singular Eco -500 gr","3.41","4.00","3.55",
"PANFLOR0011","Pan de centeno integral 100%-OFERTA -Flor de Cereales - 500 gr","5.00","4.00","5.20",
"PANFLOR0012","Pan de espelta integral 100% -OFERTA-Flor de Cereales- 500 gr","5.00","4.00","5.20",
"PANFLOR0013","Pan de trigo 100% -FLORDECEREAL -500gr-","3.75","4.00","3.90",
"PANFLOR0014","Pan de centeno 100% - Singular Eco -500gr","5.24","4.00","5.45",
"PANFLOR0015","Pan de trigo y centeno-FLORDECEREAL -500gr-","3.75","4.00","3.90",
"PANFLOR0016","Pan de espelta 100% -Singular Eco- 500 gr","5.24","4.00","5.45",
"PANFLOR0017","Pan de trigo - Flor de ceral - 500 gr","3.61","4.00","3.75",
"PASEDUC0001","Marroncitos de algarroba -EducarteSano - 150 gr","1.44","10.00","1.58",
"PASEDUC0002","Tarta de Manzana -Educartesano- porcion 70 gr","0.96","10.00","1.05",
"PASEDUC0003","Bizcocho vegano de zanahoria/naranja -Garbancita- 800 gr aprox","7.69","4.00","8.00",
"PASEDUC0004","DESCATALOGADO Bizcocho Vegano Sin Gluten Zanahoria y Naranja - La Garbancita Ecologica - 800gr","8.65","4.00","9.00",
"PATGRAN0001","Pate Berenjena asada 125gr - granovita  -","2.59","10.00","2.85",
"PATGRAN0002","Pate de Nuez y Pesto 125gr - granovita -","2.59","10.00","2.85",
"PATGRAN0003","DESCATALOGADO Pate de Tomate y Rucula 125gr - granovita -","2.59","10.00","2.85",
"PESCANT0001","Faneca-O Canto da Balea-precio/kg","13.45","10.00","14.80",
"PESCANT00012","Jurel pequeno- O Canto da Balea- precio/kg","10.82","10.00","11.90",
"PESCANT0002","Merluza mediana-O Canto da Balea- precio/kg","17.41","10.00","19.15",
"PESCANT0003","Pescadilla-O Canto da Balea-precio/kg","14.77","10.00","16.25",
"PESCANT0004","Abadejo grande-O Canto da Balea- precio/kg","23.86","10.00","26.25",
"PESCANT0005","Abadejo mediano-O Canto da Balea- precio/kg","22.68","10.00","24.95",
"PESCANT0006","Abadejo pequeno- O canto de Balea- precio/kg","20.05","10.00","22.05",
"PESCANT0007","Pulpo fresco pequeno-O Canto da Balea-precio/kg","14.77","10.00","16.25",
"PESCANT0008","Pulpo fresco mediano-O Canto da Balea-precio/kg","16.09","10.00","17.70",
"PESCANT0009","Pulpo fresco grande- O Canto da Balea- precio/kg","17.27","10.00","19.00",
"PESCANT0010","Rubio pequeno-O Canto da Balea-precio/kg","21.23","10.00","23.35",
"PESCANT0011","Rubio grande-O Canto da Balea-precio/kg","27.82","10.00","30.60",
"PESCANT0013","Jurel grande- O Canto da Balea- precio/kg","12.14","10.00","13.35",
"PESCANT0014","Salmonete-O Canto da Balea-precio/kg","26.50","10.00","29.15",
"PESCANT0015","Lubina-O Canto da Balea-precio/kg","37.05","10.00","40.75",
"PESCANT0016","Cabracho-O Canto da Balea-precio/kg","19.91","10.00","21.90",
"PESCANT0017","Chopa- O Canto da Balea- precio/kg","10.82","10.00","11.90",
"PESCANT0018","Sepia-O Canto da Balea-precio/kg","17.27","10.00","19.00",
"PESCANT0019","Cabrilla-O Canto da Balea-precio/kg","19.91","10.00","21.90",
"PESCANT0020","Sargo grande-O Canto da Balea-precio/kg","22.68","10.00","24.95",
"PESCANT0021","Sargo mediano-O Canto da Balea- precio/kg","18.73","10.00","20.60",
"PESCANT0022","Navaja-O Canto da Balea-precio/kg","25.18","10.00","27.70",
"PESCANT0023","Aligote-O Canto da Balea-precio kilo","18.73","10.00","20.60",
"PESCANT0024","Serran cabrilla-O Canto da Balea- precio kilo","12.14","10.00","13.35",
"PESCANT0025","Maragota -O Canto da Balea- precio kilo","13.41","10.00","14.75",
"PESCANT0026","Abadejo pequeno-O Canto da Balea-precio Kg","20.05","10.00","22.05",
"PESCANT0027","Pinto grande-O Canto da Balea-precio Kg","24.00","10.00","26.40",
"PESCANT0028","Pinto mediano-O Canto da Balea-precio Kg","20.05","10.00","22.05",
"PESCANT0033","Aguja-O Canto da Balea-precio Kg","11.44","4.00","11.90",
"PESNAT0013","Hamburguesa trucha -Naturix- 170 gr aprox- precio 150 gr","6.91","10.00","7.60",
"PESNATU0001","Trucha entera- Naturix- unidad 250-300 gr- precio ud","2.69","10.00","2.95",
"PESNATU0002","Trucha eviscerada-Naturix-2 unid 550 gr. aprox.-precio 500 gr","8.41","10.00","9.25",
"PESNATU0003","Lubina entera-Naturix-400 g aprox-precio 500 gr","11.27","10.00","12.40",
"PESNATU0004","Lubina eviscerada-Naturix-350 g aprox-precio  500 gr","14.27","10.00","15.70",
"PESNATU0005","Lubina filetes-Naturix-200 g aprox-precio 200 gr","7.45","10.00","8.20",
"PESNATU0006","Dorada entera-Naturix-unidad 300-600gr aprox- precio 500gr","8.63","10.00","9.49",
"PESNATU0007","Dorada eviscerada-Naturix-unidad 330-520 gr aprox-precio 500 gr","9.21","10.00","10.13",
"PESNATU0008","Dorada filetes-Naturix-unidad 120-150gr aprox- precio 500 gr","15.87","10.00","17.46",
"PESNATU0009","Lomitos ahumados- Naturix- bandeja de 4ud (100gr)","5.03","10.00","5.53",
"PESNATU0010","Filete de trucha-Naturix- 2 unid 150 g aprox-precio 150 gr","3.64","10.00","4.00",
"PESNATU0011","Trucha eviscerada ahumada-Naturix-2 unid 500 g aprox-precio 500 gr","12.50","10.00","13.75",
"PESNATU0012","Filete de Trucha ahumada-Naturix-2 unid 130 g aprox-precio 150 gr","5.55","10.00","6.10",
"PIPASCALABAZA","Pipas de Calabaza saco 3 kilos","30.50","10.00","33.55",
"PIZBIOG0001","Pizza Verduras y Tofu-Biogra-315 g","5.00","10.00","5.50",
"PIZBIOG0002","Pizza Sanfaina y Seitan-Biogra-315 g","5.23","10.00","5.75",
"PIZBIOG0003","Pizza Tomate y Queso-Biogra-315 g","5.23","10.00","5.75",
"PIZBIOG0004","Pizza Espinacas, Pinones y Seitan-Biogra-300 g","5.62","10.00","6.18",
"PIZBIOG0005","Pizza Setas-Biogra-300 g","5.59","10.00","6.15",
"PIZBIOG0006","Pizza Salchicha Vegetal y Tomate-Biogra-315 g","5.27","10.00","5.80",
"PIZIBIOG9999","Pizza Vegana - Biogra 300gr","4.82","10.00","5.30",
"PIZZBIO0001","Pizza Margarita - Biogra - 275gr","4.73","10.00","5.20",
"PMVDOLC0001","Albahaca Verde- Dulce Revolucion- cepellon","2.73","10.00","3.00",
"PMVDOLC0002","Manzanilla -Dulce Revolucion - cepellon","2.73","10.00","3.00",
"PMVDOLC0003","Cardo Mariano -Dulce Revolucion - cepellon","2.73","10.00","3.00",
"PMVDOLC0004","Kalanchoe Daigremontiana - Dulce Revolucion- cepellon","2.73","10.00","3.00",
"PMVDOLC0005","Milenrama -Dulce Revolucion -cepellon","2.73","10.00","3.00",
"PMVDOLC0006","Stevia -Dulce Revolucion -cepellon","2.73","10.00","3.00",
"PMVDOLC0007","Melisa -Dulce Revolucion- cepellon","2.73","10.00","3.00",
"PMVDOLC0008","Salvia -Dulce Revolucion- cepellon","2.73","10.00","3.00",
"PMVDOLC0009","Artemisa Annua -Dulce Revolucion -cepellon","2.73","10.00","3.00",
"PMVDOLC0010","Chia -Dulce Revolucion -cepellon","2.73","10.00","3.00",
"PMVDOLC0011","Valeriana -Dulce Revolucion -cepellon","2.73","10.00","3.00",
"PMVDOLC0012","Verbena - Dulce Revolucion -cepellon","2.73","10.00","3.00",
"PMVDOLC0013","Tomillo -Dulce Revolucion -cepellon","2.73","10.00","3.00",
"PMVDOLC0014","Perilla -Dulce Revolucion- cepellon","2.73","10.00","3.00",
"PMVDOLC0015","Epilobio -Dulce Revolucion- cepellon","2.73","10.00","3.00",
"PMVDOLC0016","Kalanchoe Gastanis -Dulce Revolucion- cepellon","1.82","10.00","2.00",
"PMVDOLC0017","Kalanchoe Daigremontiana - Dulce Revolucion- cepellon","9.00","10.00","9.90",
"PMVDOLC0018","Kalanchoe Daigremontiana - Dulce Revolucion- hoja fresca","9.80","4.00","10.19",
"PMVDOLC0019","Acedera - Dulce Revolucion- cepellon","2.73","10.00","3.00",
"PÑABIOG0001","Panales Pingo T3  4-9kg  44uds - El Granero -","14.63","21.00","17.70",
"PÑABIOG0003","Panales Pingo T4 9-15kg 44uds - El Granero","14.63","21.00","17.70",
"POLANT0001","Polen deshidratado -Antonio Simon- 225g","10.91","10.00","12.00",
"PORTEAMAPOLA","Porte Amapola Biocosmetics","0.83","21.00","1.00",
"PORTES","Portes","0.83","21.00","1.00",
"portesbiobel","Transporte pedido Biobel","0.83","21.00","1.00",
"PORTESBraman","Transportes Braman","0.89","12.00","1.00",
"PORTESFLORDECEREAL","Portes Flor de Cereal","0.89","12.00","1.00",
"POSGRAN0002","Yogur de soja con Arandanos  2x100gr  -Sojade -","1.64","10.00","1.80",
"POSGRAN0003","Yogur de soja con Arandanos  400gr - Sojade-","3.14","10.00","3.45",
"POSGRAN0005","Yogur de soja con Albaricoque  400gr - Sojade -","3.14","10.00","3.45",
"POSGRAN0009","Yogur de soja natural 2x100 Sojade -","1.36","10.00","1.50",
"POSGRAN0010","Yogur soja con Naranja y Mandarina 4x100 - Sojade -","3.09","10.00","3.40",
"POSGRAN0011","Yogur soja de Limon 400gr - Sojade -","3.14","10.00","3.45",
"POSGRAN0012","Yogur de Soja Natural- Sojade- 400 gr","2.05","10.00","2.25",
"POSGRAN0013","Yogur de avena con arandanos y muesli- Sojade- 150 gr","1.86","10.00","2.05",
"POSGRAN0015","Yogur de soja con Platano 400gr - Sojade -","3.09","10.00","3.40",
"POSGRAN0016","Yogur de Soja con Fresa 400gr - Sojade -","3.09","10.00","3.40",
"POSGRAN0017","Yogur de Soja con Mango y Melocoton 400gr - Sojade -","3.14","10.00","3.45",
"POSGRAN0018","Yogur de Soja con Fruta de la Pasion y Frambuesa 400gr - Sojade -","3.14","10.00","3.45",
"POSHOR0001","Postre Avellana y Cacao 2x125gr - NaturGreen","2.41","10.00","2.65",
"POSHOR0002","Postre de Avena y Cacao 2x125gr NaturGreen","2.00","10.00","2.20",
"POSHOR0003","Postre Avena y Caramelo 2x125gr NaturGreen","2.00","10.00","2.20",
"POSHOR0004","Postre de Arroz y Cacao 2x125gr NaturGreen","2.00","10.00","2.20",
"POSHOR0006","Postre de Coco y Pina 2x125gr NaturGreen","2.23","10.00","2.45",
"POSHOR0007","Postre de Quinoa 2x125gr NaturGreen","2.00","10.00","2.20",
"POSHOR0008","Postre de Canamo y Cacao 2x125gr NaturGreen","2.23","10.00","2.45",
"PROCBIOG0001","Cebolla frita crujiente deshidratada-Biogra-100g","1.77","10.00","1.95",
"PROCBIOG0002","Cirulax Bio (salvado+lino+ciruela)-Biogra-250g","3.64","10.00","4.00",
"PROCESADOPEDIDOS","Procesado Pedidos","0.99","21.00","1.20",
"PROTERR0003","Estuche promocional Terra I Xufa con Azucar + Botella Medidora","8.59","10.00","9.45",
"PRUE0003","Prueba","0.00","21.00","0.00",
"PRUEBA","PRUEBA ALTA PRODUCTO","3.04","4.00","3.16",
"PUNTOVERDEBRIK","PUNTO VERDE BRIK","0.01","0.00","0.01",
"PVEBIOP0001","DESCATALOGADO Hamburguesa jardinera -Bioprasad- 75 gramos","1.45","10.00","1.60",
"PVEBIOP0002","DESCATALOGADO Hamburguesa de espinaca y queso  -Bioprasad- 75 gramos","1.45","10.00","1.60",
"PVEBIOP0003","Hamburguesa de setas -Bioprasad- 75 gramos","1.45","10.00","1.60",
"PVEBIOP0004","Hamburguesa de tofu y algas -Bioprasad- 75 gramos","1.45","10.00","1.60",
"PVEBIOP0005","DESCATALOGADO Hamburguesa finas hierbas -Bioprasad- 75 gramos","1.45","10.00","1.60",
"PVEBIOP0006","Croquetas de espinacas y queso  -Bioprasad- 200 gramos","3.86","10.00","4.25",
"PVEBIOP0007","Croquetas de tofu y algas -Bioprasad- 200 gramos","3.09","10.00","3.40",
"PVEBIOP0008","Croquetas de setas -Bioprasad- 200 gramos","3.14","10.00","3.45",
"PVEBIOP0009","Croquetas de zanahoria -Bioprasad-200 gramos","2.68","10.00","2.95",
"PVEBIOP0010","Rollitos castellanos -Bioprasad- 170 gr- 3 unidades","4.17","10.00","4.59",
"PVEBIOP0011","Rollitos mediterraneos -Bioprasad- 170 gr- 3 unidades","4.00","10.00","4.40",
"PVEBIOP0012","Rollitos invernales  -Bioprasad- 170 gr- 3 unidades","4.65","10.00","5.12",
"PVEBIOP0013","Rollitos primavera -Bioprasad-   170 gr- 3 unidades","3.59","10.00","3.95",
"PVEBIOP0014","Rollitos montaneses  -Bioprasad- 170 gr- 3 unidades","4.65","10.00","5.12",
"PVEBIOP0015","Pate tofu con nueces  -Bioprasad- 110 gramos","3.27","10.00","3.60",
"PVEBIOP0016","Pate tofu  -Bioprasad- 110 gramos","3.32","10.00","3.65",
"PVEBIOP0017","Seitan fresco  -Bioprasad- 250 gramos","4.14","10.00","4.55",
"PVEBIOP0018","Tofu fresco -Bioprasad-  250 gramos","2.27","10.00","2.50",
"PVEBIOP0019","Hamburguesa de Seitan al Curry -Bioprasad - 75 gr","1.45","10.00","1.60",
"PVEBIOP0020","Seitan en filetes- Bioprasad- 300 gr","4.45","10.00","4.90",
"PVEBIOP0021","Pate de setas- Bioprasad- 110 gr","3.27","10.00","3.60",
"PVEBIOP0022","Pate de garbanzos (Hummus)- Bioprasad- 110 gr","2.59","10.00","2.85",
"PVEBIOP0026","Tofu Sedoso -Bioprasad - 300 gr","3.18","10.00","3.50",
"PVEBIOP0027","Tofu Finas Hierbas -Bioprasad -300 gr","3.36","10.00","3.70",
"PVEBIOP0028","Hamburguesa manzana y bayas goji- Bioprasad- unidad 75 gr","1.64","10.00","1.80",
"PVEBIOP0029","Hamburguesa quinoa a la menta- Bioprasad -unidad 75 gr","1.64","10.00","1.80",
"PVEBIOP0030","Hamburguesa Mijo y tofu- Bioprasad- unidad 75 gr","1.45","10.00","1.60",
"PVEBIOP0031","Hamburguesa Mijo y tofu- Bioprasad- unidad 150 gr","2.32","10.00","2.55",
"PVEBIOP0032","Hamburguesa quinoa y semillas- Bioprasad -unidad 150 gr","3.27","10.00","3.60",
"PVEBIOP0033","Hamburguesa de setas -Bioprasad- 150  gr","2.91","10.00","3.20",
"PVEBIOP0034","Hamburguesa de Seitan al Curry - 2 Bioprasad-150gr","2.91","10.00","3.20",
"PVEBIOP0035","Croquetas de verduras-Bioprasad-200 gr","2.68","10.00","2.95",
"PVEBIOP0036","Croquetas de Mijo-Bioprasad-200 gr","2.36","10.00","2.60",
