"Productos por proveedor"
"Proveedor","descripcion","cantidad","Precio coste","Total coste","pvp","total pvp",
"Patricia Carrio San Martin -PANDOMAR","Pate de atun con aceitunas -PANDOMAR- 125 gr","3,00","1,67","5,01","2,45","7,35",
"Patricia Carrio San Martin -PANDOMAR","Pate de caballa con pimientos -PANDOMAR- 125 gr","4,00","1,67","6,68","2,45","9,80",
"Patricia Carrio San Martin -PANDOMAR","Pate de mejillones - Pandomar - 125 gr","2,00","1,96","3,92","2,90","5,80",
"Patricia Carrio San Martin -PANDOMAR","Pate de sardina con perejil -PANDOMAR- 125 gr","1,00","1,67","1,67","2,45","2,45",
"Patricia Carrio San Martin -PANDOMAR","Sardinas en aceite -PANDOMAR- 120 gr","13,00","1,78","23,14","2,55","33,15",
"Patricia Carrio San Martin -PANDOMAR","Sardinas en aceite de oliva -PANDOMAR- 525 gr","1,00","5,38","5,38","7,45","7,45",
"Patricia Carrio San Martin -PANDOMAR","Sardinas fritas en aceite de oliva - Pandomar - 220gr","2,00","3,57","7,14","5,15","10,30",
"Patricia Carrio San Martin -PANDOMAR","Tentaculos de calamar en salsa gallega Pandomar-120 gr","5,00","1,49","7,45","2,25","11,25",
,,,,"Total:261,30",,"Total:366,95",
"Pidebio","Acelga- Pidebio- kilo","49,14","1,72","84,51","2,60","127,77",
"Pidebio","Agua Mineral Alcalinizada - Monchique - 0,5L","15,00","0,58","8,70","0,90","13,50",
"Pidebio","Agua Mineral Alcalinizada - Monchique - 1,5L","6,00","1,00","6,00","1,50","9,00",
"Pidebio","Alcachofa - Pidebio - Kilo","89,59","2,50","223,98","3,65","336,60",
"Pidebio","Brocoli - Pidebio - precio kilo","17,53","1,70","29,80","3,15","55,08",
"Pidebio","Calabacin - Pidebio - Kilo","6,76","1,50","10,13","1,75","12,21",
"Pidebio","Calabaza Cacahuete - Pidebio - Kilo","4,19","1,15","4,82","1,95","8,18",
"Pidebio","Caqui- Pidebio- kg","7,49","1,92","14,39","2,03","18,27",
"Pidebio","Cebolla seca - Pidebio - Kilo","4,03","1,06","4,27","1,60","6,44",
"Pidebio","Champinon Portobello 500gr - Pidebio","107,12","2,47","264,57","3,75","396,51",
"Pidebio","Chirimoya - Pidebio - precio kilo","66,17","2,52","166,75","3,99","264,03",
"Pidebio","Ciruela roja- Pidebio- kilo","24,88","1,85","46,02","2,75","70,51",
"Pidebio","Col Lombarda -Pidebio - Kilo","4,38","1,98","8,67","3,35","14,66",
"Pidebio","Higos- Pidebio- kg","4,81","3,60","17,32","5,50","26,44",
"Pidebio","Huevos - Media docena - Pidebio","18,00","1,50","27,00","2,30","41,40",
"Pidebio","Judias Verdes - Pidebio - Precio Kg","2,20","2,57","5,64","2,70","2,96",
"Pidebio","Lechuga Batavia - Pidebio - Ud","7,00","0,90","6,30","1,40","9,64",
"Pidebio","Lechuga maravilla- Pidebio- Pieza","3,00","1,06","3,18","1,10","3,80",
"Pidebio","Mandarina - Pidebio - Kilo","1,81","1,35","2,44","2,05","3,70",
"Pidebio","Manzana Golden - Pidebio - Kg","3,70","2,26","8,36","2,95","10,91",
"Pidebio","Manzana Royal Gala - Pidebio - Kilo","18,27","3,85","70,35","3,00","54,86",
"Pidebio","Naranja de mesa  -PideBio- 1 kilo","13,47","1,20","16,16","1,95","26,06",
"Pidebio","Naranja de zumo - Pidebio - Kilo","11,59","1,10","12,75","1,85","21,15",
"Pidebio","Pepino - Pidebio - Kg","2,51","1,31","3,29","2,45","6,07",
"Pidebio","Pera- kg -Pide bio","23,95","2,48","59,38","3,00","71,17",
"Pidebio","Pimiento California Rojo - Pidebio - Kilo","7,06","1,85","13,06","2,80","19,78",
"Pidebio","Pimiento verde - ITALIANO - Pidebio - kilo","7,62","1,69","12,87","2,60","19,34",
"Pidebio","Platano - Pidebio - Precio Kilo","4,56","2,10","9,57","2,90","13,21",
"Pidebio","Seta Shitake - Pidebio  - 500 gr.","66,98","3,64","243,81","5,50","351,43",
"Pidebio","Tomate ensalada- PideBio- 1 kilo","5,02","1,60","8,02","2,30","11,53",
"Pidebio","Zanahoria - Pidebio - Kg","3,87","1,24","4,80","1,85","7,16",
,,,,"Total:1 396,91",,"Total:2 033,37",
"Pollos Sanchonar","Alitas de pollo-Sanchonar- precio 500 g","3,43","3,14","10,75","5,00","17,15",
"Pollos Sanchonar","Carcasas de pollo-Sanchonar- precio kg","0,78","3,00","2,34","4,78","3,73",
"Pollos Sanchonar","Carne de Pollo Picada - Sanchonar - Precio 500 g","9,12","7,00","63,84","11,15","101,68",
"Pollos Sanchonar","Hamburguesas de pollo-2 unid de 250g-Sanchonar-precio paq","6,00","4,10","24,60","6,55","39,30",
"Pollos Sanchonar","Jamoncitos de Pollo- Sanchonar -3 muslos envasados al vacio -precio 500 g","5,15","4,75","24,46","7,60","39,14",
"Pollos Sanchonar","Media gallina-Sanchonar- precio kg","0,44","5,45","2,37","8,70","3,78",
"Pollos Sanchonar","Pate de higado de pollo-Sanchonar - tarro 50 gr","2,00","1,65","3,30","2,65","5,30",
"Pollos Sanchonar","Pechuga entera sin piel-Sanchonar- precio 500 g","14,41","7,75","111,68","12,35","177,94",
"Pollos Sanchonar","Pechuga fileteada Pollo-Sanchonar- precio 500 g","21,08","8,35","176,05","13,30","280,44",
"Pollos Sanchonar","Preparado para caldo de gallina-Sanchonar- precio kg","1,00","5,45","5,45","8,70","8,70",
"Pollos Sanchonar","Salchichas de pollo-7 unid-250g-Sanchonar-precio paq","11,00","4,10","45,10","6,55","70,41",
,,,,"Total:469,94",,"Total:747,57",
"Queseria Ecoartesanal de Armuna_Miguel Mayo Herrero","Queso oveja -10 meses curacion-Armuna- precio kilo","0,22","22,00","4,73","33,15","7,13",
,,,,"Total:4,73",,"Total:7,13",
"Red Copa de Luna- CARACOLEANDO","Mooncup- Red Copa de Luna- Copa menstrual  talla A","1,00","17,00","17,00","28,50","28,50",
,,,,"Total:17,00",,"Total:28,50",
"Riet Vell","Arroz Blanco - Riet Vell - 1Kg","8,00","2,77","22,16","4,20","33,60",
"Riet Vell","Arroz Integral - Riet Vell - 1Kg","11,00","2,67","29,37","3,97","42,68",
"Riet Vell","Espagueti blanco- Riet Vell - 500gr","1,00","1,04","1,04","2,07","2,07",
"Riet Vell","Espagueti Integral -Riet Vell- paq 500 gr","2,00","1,49","2,98","2,40","4,80",
"Riet Vell","Espirales - Riet Vell - 500gr","1,00","1,04","1,04","2,07","2,07",
"Riet Vell","Fideo Fino - Riet Vell - 500gr","1,00","1,04","1,04","2,07","2,07",
"Riet Vell","Lenteja Pardina - Riet Vell - kilo","1,00","3,34","3,34","4,95","4,95",
"Riet Vell","Macarrones Integrales- Riet Vell- 500 gr","8,00","1,12","8,94","2,40","19,20",
,,,,"Total:69,90",,"Total:111,44",
"SAPER  (Victoria Eugenia Sanchez Campos)","Crema corporal Skin Repair Calendula y Naranja Dulce-Saper-200 ml","2,00","14,95","29,90","24,55","49,10",
"SAPER  (Victoria Eugenia Sanchez Campos)","Jabon corporal Lavanda lavander y karite - Saper - 115gr","1,00","3,95","3,95","5,70","5,70",
"SAPER  (Victoria Eugenia Sanchez Campos)","Jabon facial de argan - Saper - 115gr","1,00","4,90","4,90","7,45","7,45",
"SAPER  (Victoria Eugenia Sanchez Campos)","Jabon facial Rosa mosqueta - Saper - 115gr","1,00","3,31","3,31","7,45","7,45",
"SAPER  (Victoria Eugenia Sanchez Campos)","Serum Regenerador de Rosa Mosqueta-SAPER-30 mL","1,00","11,95","11,95","20,95","20,95",
,,,,"Total:54,01",,"Total:90,65",
"SINGULAR ECO","DESCATALOGADO Cereales de trigo integral y algarroba- Singular Eco- 500 gr","1,00","4,50","4,50","6,80","6,80",
"SINGULAR ECO","DESCATALOGADO Floritos Multicereal- Singular Eco- bolsa 500 gr","1,00","3,40","3,40","5,11","5,11",
"SINGULAR ECO","DESCATALOGADO Pan de centeno 100% - Singular Eco -500gr","1,00","3,40","3,40","5,45","5,45",
"SINGULAR ECO","DESCATALOGADO Pan de espelta 100% -Singular Eco- 500 gr","7,00","3,40","23,80","5,45","38,15",
"SINGULAR ECO","DESCATALOGADO Pan de miel con frutos secos- Flor de cereal- 500 gr","1,00","4,75","4,75","7,16","7,16",
"SINGULAR ECO","DESCATALOGADO Pan multicereal- Singular Eco- 500 gr","4,00","2,50","10,00","3,90","15,60",
"SINGULAR ECO","DESCATALOGADO Pastas- Singular Eco- bolsa 500 gr","1,00","5,55","5,55","8,37","8,37",
,,,,"Total:55,40",,"Total:86,64",
"Suerte Ampanera C.B.","BIFIDUS de cabra -Suerte Ampanera- 430 ml","11,00","1,97","21,67","3,04","33,44",
"Suerte Ampanera C.B.","Cuna de queso fresco de oveja-Suerte Ampanera- 200 gr","6,00","3,10","18,60","4,55","27,30",
"Suerte Ampanera C.B.","Cuna de queso semicurado de oveja-Suerte Ampanera- 200 gr","11,00","3,98","43,78","5,80","63,80",
"Suerte Ampanera C.B.","Cuna de queso tierno de oveja-Suerte Ampanera- 200 gr","15,00","3,36","50,40","4,90","73,50",
"Suerte Ampanera C.B.","KEFIR de cabra -Suerte Ampanera- 430 ml","37,00","2,04","75,48","3,16","116,92",
"Suerte Ampanera C.B.","Queso FRESCO de cabra- Suerte Ampanera -Suerte Ampanera- 450 gr","32,00","4,62","147,84","6,75","216,00",
"Suerte Ampanera C.B.","Queso MOHO BLANCO SEMICURADO de cabra -Suerte Ampanera-  450 gr","28,00","7,37","206,36","10,80","302,40",
"Suerte Ampanera C.B.","Yogur DESNATADO de cabra -Suerte Ampanera- 430 ml","22,00","1,97","43,34","3,04","66,88",
"Suerte Ampanera C.B.","Yogur NATURAL de cabra -Suerte Ampanera-  430 ml","16,00","1,97","31,52","3,04","48,64",
,,,,"Total:638,99",,"Total:948,88",
"Terra I Xufa- HORCHATAS TRADICIONALES DE VALENCIA S.L","Cerveza de Chufa ANTARA-33 cl-Terra I Xufa","2,00","1,69","3,38","2,95","5,90",
"Terra I Xufa- HORCHATAS TRADICIONALES DE VALENCIA S.L","Estuche promocional Terra I Xufa con Azucar + Botella Medidora","2,00","5,94","11,88","9,45","18,90",
"Terra I Xufa- HORCHATAS TRADICIONALES DE VALENCIA S.L","Horchata artesana concentrada con azucar de cana-0,5 L-Terra I Xufa","1,00","5,25","5,25","8,35","8,35",
"Terra I Xufa- HORCHATAS TRADICIONALES DE VALENCIA S.L","Horchata artesana concentrada sin sacarosa-0.5 L-Terra I Xufa","2,00","5,24","10,48","8,35","16,70",
"Terra I Xufa- HORCHATAS TRADICIONALES DE VALENCIA S.L","Horchata UHT-1 L-Terra I Xufa","4,00","1,98","7,92","3,15","12,60",
,,,,"Total:38,91",,"Total:62,45",
"Tierra Bio","Acelga - Tierra Bio - 1 kilo","14,72","1,70","25,02","2,65","39,02",
"Tierra Bio","Alcachofas- Tierra Bio- 1 kg","0,39","1,80","0,70","2,80","1,09",
"Tierra Bio","Borraja-Tierra Bio- precio kg","0,36","1,80","0,64","2,95","1,05",
"Tierra Bio","Champinon Portobelo-Tierra Bio- 500 gr","9,51","2,45","23,30","3,80","36,13",
"Tierra Bio","Judia verde redonda- Tierrabio- kg","2,33","4,50","10,46","6,90","16,05",
"Tierra Bio","Judia verde-Tierra Bio- precio kg","0,96","3,80","3,63","6,90","6,59",
"Tierra Bio","Lechuga Batavia-Tierra Bio- pieza","1,00","0,80","0,80","1,40","1,40",
"Tierra Bio","Melon Cantaloup- Tierra Bio- kg","3,67","1,20","4,40","1,90","6,97",
"Tierra Bio","Seta Shiitake -Tierra Bio - 500 gr","6,63","3,60","23,87","5,90","39,12",
"Tierra Bio","Tomate Rosa Tierra Bio- Precio Kg","0,96","2,40","2,30","3,90","3,74",
,,,,"Total:95,13",,"Total:151,16",
"Turrones La Colmena , S.L","Turron de Alicante - La Colmena - 200gr","1,00","4,55","4,55","7,25","7,25",
"Turrones La Colmena , S.L","Turron de Jijona- La Colmena - 200gr","1,00","4,55","4,55","7,25","7,25",
,,,,"Total:9,10",,"Total:14,50",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Albaricoque Sirope Agave- Valle del Taibilla- 260 gr","2,00","2,21","4,42","3,52","7,04",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Arandanos Azucar de Cana-Valle del Taibilla- 330g","7,00","2,38","16,66","3,52","24,64",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Arandanos Sirope de Agave - Valle del Taibilla - 260 gr","8,00","2,38","19,04","3,52","28,16",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada de albaricoque -Valle del Taibilla- 330g","2,00","2,21","4,42","3,16","6,32",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Frambuesa Azucar de Cana-Valle del Taibilla -330g","3,00","2,38","7,14","3,52","10,56",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Frambuesa Sirope de Agave - Valle del Taibilla - 260 gr","5,00","2,38","11,90","3,52","17,60",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Fresa Azucar de Cana-Valle del Taibilla- 330g","4,00","2,28","9,12","3,10","12,40",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Fresa Sirope de Agave - Valle del Taibilla - 260 gr","3,00","2,28","6,84","3,10","9,30",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Frutos del Bosque Azucar de Cana-Valle del Taibilla- 330g","2,00","2,38","4,76","3,52","7,04",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Frutos del Bosque Sirope de Agave - Valle del Taibilla - 260 gr","4,00","2,38","9,52","3,52","14,08",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Melocoton Sirope Agave- Valle del Taibilla- 260 gr","7,00","2,21","15,47","3,52","24,64",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Mora Azucar de Cana-Valle del Taibilla- 330g","3,00","2,38","7,14","3,59","10,77",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Mora Sirope de Agave - Valle del Taibilla - 260 gr","2,00","2,38","4,76","3,52","7,04",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Naranja Dulce Azucar de Cana-Valle del Taibilla- 330g","1,00","2,21","2,21","3,10","3,10",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Naranja Sirope de Agave - Valle del Taibilla - 260 gr","1,00","2,21","2,21","3,10","3,10",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Mermelada Tomate Sirope de Agave-Valle del Taibilla-260 g","4,00","2,21","8,84","3,52","14,08",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Nueces con cascara -Valle del Taibilla- malla 1 kilo","16,00","6,10","97,60","8,00","125,20",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Nuez entera malla 650gr - Valle del  Taibilla","11,00","3,98","43,78","7,70","84,70",
"Valle del Taibilla - Agricola y Forestal del Nerpio SCCM","Nuez Pelada - Valle del Taibilla -  Envasado al Vacio 100gr","6,00","2,44","14,64","3,65","21,90",
,,,,"Total:21 033,45",,"Total:33 298,89",
,,,,"Total:290,47",,"Total:431,67",
