"Productos por proveedor"
"Proveedor","descripcion","cantidad","Precio coste","Total coste","pvp","total pvp",
"AGRICOLA TUPINAIRE, S.L.","Higos Frescos -FruitalpuntBio - 1 kilo","10,05","3,75","37,69","5,85","58,80",
,,,,"Total:37,69",,"Total:58,80",
"Algamar","Alga agar-agar en copos -Algamar- 50 gr","1,00","3,13","3,13","5,55","5,55",
"Algamar","Alga Dulse - Algamar - 100gr","2,00","5,76","11,52","9,70","19,40",
"Algamar","Alga espagueti de mar - Algamar- 100gr","1,00","3,57","3,57","5,40","5,40",
"Algamar","Alga kombu-Algamar- 100 gr","1,00","3,57","3,57","5,40","5,40",
"Algamar","Alga Nori para Sushi - Algamar - 10 hojas de 30 gramos","1,00","4,03","4,03","6,00","6,00",
"Algamar","Alga wakame - Algamar- 100 gr","3,00","5,26","15,78","7,95","23,85",
"Algamar","Algas para ensalada- Algamar- 100 gr","1,00","5,75","5,75","9,75","9,75",
"Algamar","Arroz- lentejas pardinas y algas - Algamar- 500 gr","1,00","3,18","3,18","4,35","4,35",
"Algamar","Crema de sesamo (tahina) y algas - Algamar- 320 gr","1,00","4,16","4,16","6,65","6,65",
"Algamar","Crema de sesamo blanco (tahina) con algas - Algamar-  320g","2,00","5,44","10,88","7,72","15,44",
"Algamar","Espagueti tierra y mar (pasta con algas) - Algamar - 250 gr","3,00","1,89","5,67","2,53","7,59",
"Algamar","Flores de Mar (pasta integral con algas)- Algamar - 250 gr","4,00","1,89","7,56","2,70","10,80",
"Algamar","Pate de algas - Algamar- 200 gr","5,00","2,79","13,95","4,42","22,10",
"Algamar","Pisto con algas - Algamar- 420 gr","2,00","3,49","6,98","5,55","11,10",
"Algamar","Quinoa con Algas - Algamar - 500g","1,00","4,87","4,87","9,20","9,20",
"Algamar","Sopa de arroz- verduras y algas - Algamar-  500 gr","3,00","4,03","12,09","5,30","15,90",
"Algamar","Sopa juliana con algas - Algamar- 150 gr","1,00","3,05","3,05","5,10","5,10",
"Algamar","Tortitas 5 cereales con algas - Algamar - 140gr","4,00","1,74","6,96","2,30","9,20",
"Algamar","Tortitas de arroz y algas- Algamar- 140 gr.","4,00","1,74","6,96","2,30","9,20",
"Algamar","Tortitas Espelta y Algas - Algamar - 140gr","4,00","3,13","12,52","2,30","9,20",
,,,,"Total:146,18",,"Total:211,18",
"Alta Diet (Biobel)","Detergente - Biobel- 1,5 litros","10,00","4,75","47,50","8,00","80,00",
"Alta Diet (Biobel)","Detergente liquido- Biobel- 5 litros","2,00","14,20","28,40","23,00","46,00",
"Alta Diet (Biobel)","Jabon liquido prendas delicadas -VITAL- 1,5 litros","1,00","3,70","3,70","6,40","6,40",
"Alta Diet (Biobel)","Jabon prendas delicadas -Biobel- 1,5 litros","2,00","5,55","11,10","9,25","18,50",
"Alta Diet (Biobel)","Jabon ropa bebes y pieles sensibles- Biobel- 5 litros","1,00","15,50","15,50","25,85","25,85",
"Alta Diet (Biobel)","Jabon ropa bebes y pieles sensibles- Biobel-1,5 litros","2,00","5,10","10,20","8,95","17,90",
"Alta Diet (Biobel)","Lavavajillas - VITAL - 1L","5,00","2,35","11,75","3,25","16,25",
"Alta Diet (Biobel)","Lavavajillas -Biobel- 1 litro","5,00","2,95","14,75","4,70","23,50",
"Alta Diet (Biobel)","Lavavajillas -Biobel- 5 litros","1,00","14,90","14,90","23,00","23,00",
"Alta Diet (Biobel)","Lavavajillas pastillas - Biobel - 25 ud + 5 gratis","2,00","5,30","10,60","8,30","16,60",
"Alta Diet (Biobel)","Limpiacristales spray- Biobel- 750 ml","1,00","3,55","3,55","5,95","5,95",
"Alta Diet (Biobel)","Limpiahogar- Biobel- 1 litro","6,00","3,95","23,70","6,70","40,20",
"Alta Diet (Biobel)","Limpiahogar- Biobel- 5 litros","1,00","16,92","16,92","27,25","27,25",
"Alta Diet (Biobel)","Pastilla Jabon Coco- Biobel- 240 gr","12,00","2,20","26,40","3,50","42,00",
,,,,"Total:238,97",,"Total:389,40",
"Amapola Biocosmetics","Balsamo de Calendula- Amapola BioCosmetics -50 ml","1,00","7,00","7,00","12,30","12,30",
"Amapola Biocosmetics","Balsamo Labial de Calendula y Miel- Amapola BioCosmetics - 15 ml","3,00","3,50","10,50","6,15","18,45",
"Amapola Biocosmetics","Crema Facial de Calendula - Amapola BioCosmetics - 50 ml","1,00","13,00","13,00","23,00","23,00",
"Amapola Biocosmetics","Crema facial de rosa mosqueta -Amapola BioCosmetics- 50ml","1,00","11,80","11,80","20,70","20,70",
"Amapola Biocosmetics","Crema manos Calendula- Amapola Biocosmetics- 100 ml","1,00","4,50","4,50","7,90","7,90",
"Amapola Biocosmetics","Jabon de  Argan y Karite-Amapola Biocosmetics  - 100gr","2,00","2,80","5,60","4,90","9,80",
"Amapola Biocosmetics","Leche corporal de hiperico - Amapola Biocosmetics- 250 ml","1,00","5,80","5,80","10,50","10,50",
,,,,"Total:58,20",,"Total:102,65",
"Besana COOP","Alficoz- Besana - kg","6,27","1,38","8,65","2,10","12,99",
"Besana COOP","Calabaza vasca-Besana- kg","9,40","1,10","10,34","1,65","15,51",
"Besana COOP","Cebolleta-manojo-Besana","4,00","1,50","6,00","2,15","8,60",
"Besana COOP","Coliflor- pieza-Besana","16,29","2,10","34,21","1,90","46,19",
"Besana COOP","Espinaca-manojo- Besana","26,00","1,50","39,00","2,15","55,90",
"Besana COOP","Melon Mochuelo-  Besana- kg.","33,41","0,88","29,40","1,35","45,10",
"Besana COOP","Nabo- Besana- kg","2,10","1,60","3,35","2,05","4,20",
"Besana COOP","Okra- Besana- Kg","2,89","2,75","7,95","4,15","11,23",
"Besana COOP","Pimiento verde  italiano- Besana- kg","8,02","1,54","12,35","2,35","18,62",
"Besana COOP","Sandia-Besana- kg","36,74","0,77","28,29","1,20","44,09",
"Besana COOP","Tomate corazon de buey- Besana- kg","5,74","1,65","9,46","2,50","14,15",
"Besana COOP","Tomate Gigante 3 cantos-Besana- kg","4,82","1,65","7,94","2,50","12,04",
"Besana COOP","Tomate rosado - Besana - kg","5,64","1,49","8,40","2,25","12,66",
"Besana COOP","Tomate tres cantos- Besana- kg","1,72","1,50","2,58","2,10","3,61",
"Besana COOP","Zapallitos - Besana - kg","2,07","2,40","4,96","3,65","7,53",
,,,,"Total:212,88",,"Total:312,42",
"Biobardales -Comercial Beldrea","Bacon extra lonchas-Biobardales- 100 gramos","24,00","1,40","33,60","2,15","51,60",
"Biobardales -Comercial Beldrea","Bacon extra taco -Biobardales- 400 gramos","2,06","3,56","7,33","5,30","10,92",
"Biobardales -Comercial Beldrea","Chorizo barbacoa -Biobardales- 300 gramos","8,00","2,25","18,00","3,45","27,60",
"Biobardales -Comercial Beldrea","Chorizo extra lonchas -Biobardales- 100 gramos","3,00","2,10","6,30","3,30","9,90",
"Biobardales -Comercial Beldrea","Chorizo extra taco -Biobardales- 400 gramos","1,00","5,16","5,16","7,95","7,95",
"Biobardales -Comercial Beldrea","Chorizo Sarta Dulce-300 g-Biobardales","7,00","3,57","24,99","5,50","38,50",
"Biobardales -Comercial Beldrea","Chorizo sarta picante -Biobardales- 300 gramos","3,00","3,57","10,71","5,50","16,50",
"Biobardales -Comercial Beldrea","Chuleta de aguja de Cerdo -paq. 500 gr aprox- Biobardales - precio 500 gr","6,54","3,35","21,91","5,35","34,99",
"Biobardales -Comercial Beldrea","Chuleta de lomo de cerdo - paq. 500 gr aprox- Biobardales - precio 500 gr","5,43","3,98","21,61","6,35","34,48",
"Biobardales -Comercial Beldrea","Costillas  -   paq. 500 gr aprox - Biobardales - precio 500 gr","3,14","3,33","10,46","5,30","16,64",
"Biobardales -Comercial Beldrea","Crema de jamon serrano -Biobardales- 100 gramos","4,00","2,30","9,20","3,60","14,40",
"Biobardales -Comercial Beldrea","Fuet extra -Biobardales-  200 gramos","4,00","3,10","12,40","4,95","19,80",
"Biobardales -Comercial Beldrea","Huesos codillo de jamon-Biobardales- precio paquete 300 gramos","17,00","0,96","16,32","1,40","23,80",
"Biobardales -Comercial Beldrea","Jamon loncheado -Biobardales- 100 gramos","12,00","4,20","50,40","6,55","78,60",
"Biobardales -Comercial Beldrea","Lomo de cerdo- paq. 500 gr aprox - Biobardales - precio 500 gr","1,02","6,98","7,12","11,10","11,32",
"Biobardales -Comercial Beldrea","Lomo extra lonchas -Biobardales- 100 gramos","1,00","3,30","3,30","5,10","5,10",
"Biobardales -Comercial Beldrea","Lomo extra taco -Biobardales- 400 gramos","1,00","9,56","9,56","15,00","15,00",
"Biobardales -Comercial Beldrea","Magro trozos- paq. 500 gr aprox - Biobardales - precio 500 gr","1,09","4,78","5,21","7,60","8,28",
"Biobardales -Comercial Beldrea","Pate de campana -Biobardales- 100gramos","5,00","2,30","11,50","3,60","18,00",
"Biobardales -Comercial Beldrea","Pate de finas hierbas -Biobardales- 100 gramos","3,00","2,30","6,90","3,60","10,80",
"Biobardales -Comercial Beldrea","Pate de pimienta negra -Biobardales-100 gramos","1,00","2,30","2,30","3,60","3,60",
"Biobardales -Comercial Beldrea","Preparado Legumbres (chorizo/morcilla/panceta)-Biobardales-Precio paquete 300 gramos","15,00","2,70","40,50","4,15","61,21",
"Biobardales -Comercial Beldrea","Presa - Biobardales - 500 gr","1,16","6,45","7,48","10,30","11,95",
"Biobardales -Comercial Beldrea","Salchichon extra lonchas -Biobardales- 100 gramos","1,00","2,10","2,10","3,30","3,30",
"Biobardales -Comercial Beldrea","Salchichon extra taco -Biobardales-  400 gramos","2,00","5,16","10,32","7,95","15,90",
"Biobardales -Comercial Beldrea","Sobrasada extra 3 medallones -Biobardales- 100 gramos","3,00","1,55","4,65","2,40","7,20",
"Biobardales -Comercial Beldrea","Sobrasada extra taco -Biobardales- 300 gramos","3,00","2,25","6,75","3,45","10,35",
,,,,"Total:366,08",,"Total:567,69",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Alubias blancas - Biogra - 500gr","7,00","1,52","10,64","2,30","16,10",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Alubias pintas-Biogra-500g","8,00","1,80","14,40","2,55","20,40",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Alubias rojas kidney-Biogra-500g","3,00","1,97","5,91","2,90","8,70",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Arroz basmati integral - Biogra - 500gr","1,00","1,91","1,91","2,90","2,90",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Arroz hinchado con miel-Biogra-150g","2,00","1,62","3,24","2,40","4,80",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Arroz jazmin integral - Biogra - 500gr","1,00","2,18","2,18","3,30","3,30",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Bolitas crujientes de salvado-Biogra-300g","2,00","1,48","2,96","2,35","4,70",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Bolitas de Maiz miel-Biogra-250g","18,00","1,99","35,82","2,60","46,80",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Bolitas Maiz chocolate-Biogra-250g","4,00","2,03","8,12","3,10","12,40",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Bulgur fino-Biogra-500g","1,00","1,57","1,57","2,50","2,50",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Chips de Garbanzo - Biogra - 80gr","19,00","1,43","27,17","2,15","40,85",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Copos 4 cereales-Biogra-500g","2,00","1,33","2,66","2,10","4,20",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Crispitos de cacao-Biogra-250g","6,00","1,99","11,94","3,10","18,60",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Datiles sin hueso-Biogra-230g","1,00","2,43","2,43","3,65","3,65",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Espagueti pasta con verduras-Biogra-250g","7,00","1,31","9,17","2,05","14,35",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Espirales verduras-Biogra-250g","2,00","1,31","2,62","2,00","4,00",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Fideo fino verduras-Biogra-250g","5,00","1,31","6,55","2,00","10,00",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Gomasio natural-Biogra-120g-cristal","1,00","1,69","1,69","2,75","2,75",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hamburguesa  seitan queso cabra, mango, higo - Biogra (2ud)","7,00","2,53","17,71","3,80","26,60",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hamburguesa Azuki y Canamo - Biogra - 2ud","26,00","2,23","57,98","3,75","97,50",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hamburguesa barbacoa/ seitan - BBQ - Biogra (2ud)","13,00","2,23","28,99","3,30","42,90",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hamburguesa de Kale y Quinoa - Biogra - 2ud","20,00","2,23","44,60","3,35","67,00",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hamburguesa Lenteja roja y Chia - Biogra - 2ud","10,00","2,23","22,30","3,35","33,50",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Harina de Lentejas-Biogra-500g","3,00","2,90","8,70","4,60","13,80",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hummus berenjena-Biogra-240g","3,00","2,64","7,92","3,85","11,55",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hummus olivas de Aragon-Biogra-240g","9,00","2,64","23,76","3,95","35,55",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Hummus tradicional-Biogra-240g","13,00","2,42","31,46","3,70","48,10",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Levadura panaria- Biogra- sobre 9 gr","32,00","0,65","20,80","0,95","30,40",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Maiz grano palomitas-Biogra-500g","9,00","1,78","16,02","3,05","27,45",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Mezcla de arroces salvajes - Biogra - 400gr","4,00","1,92","7,69","3,50","14,00",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Mijo hinchado con miel-Biogra-150g","2,00","1,64","3,28","2,50","5,00",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Mijo pelado- Biogra- 500 gr","8,00","1,54","12,32","2,55","20,40",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Nachos de Maiz - Biogra - 110g","14,00","1,13","15,82","1,70","23,80",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Pasas sultanas-Biogra-250g","3,00","1,92","5,77","3,50","10,50",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Pasta Maravilla-lluvia verduras-Biogra-250g","6,00","1,31","7,86","2,00","12,00",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Pasta Maravilla-Lluvia-Integral-Biogra-250g","2,00","1,09","2,18","1,65","3,30",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Petalos crujientes de Salvado-Biogra-300g","7,00","0,91","6,36","2,55","17,85",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Pizza Espinacas, Pinones y Seitan-Biogra-300 g","4,00","2,73","10,91","6,25","25,00",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Pizza Margarita - Biogra - 275gr","2,00","2,73","5,45","4,90","9,80",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Pizza Setas-Biogra-300 g","3,00","3,69","11,07","6,75","20,25",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Pizza Verduras y Tofu-Biogra-315 g","2,00","2,73","5,45","5,75","11,50",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Sal marina con Algas-Biogra-225g","2,00","2,19","4,38","3,50","7,00",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Sal marina Finas Hierbas-Biogra-225g","2,00","1,82","3,64","3,50","7,00",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Seitan Fresco Natural-Biogra-300 g","2,00","2,62","5,24","4,40","8,80",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Semillas mezcla-Biogra-200g","7,00","0,91","6,36","2,80","19,60",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Sopa Miso Rojo alga Wakame-Biogra-40g","2,00","1,82","3,64","3,50","7,00",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Sopa Miso Rojo con verduras-Biogra-40g","3,00","1,82","5,45","3,25","9,75",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Sopa Miso rojo shitake Setas silvestres -Biogra-40 g","2,00","2,29","4,58","3,25","6,50",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Tortas de arroz sin sal-Biogra-100g","1,00","0,74","0,74","2,05","2,05",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Tortas de Arroz y Quinoa-Biogra-100 g","5,00","0,90","4,50","2,30","11,50",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Tortas de Arroz y Sesamo-Biogra-100g","1,00","1,67","1,67","2,65","2,65",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Tortas de arroz-Biogra-100 g","3,00","0,74","2,22","1,95","5,85",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Vistteca Cebolla Sesamo-Biogra-90g","2,00","0,91","1,82","1,85","3,70",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Vistteca Cebolla Tomate-Biogra-90g","1,00","0,91","0,91","1,85","1,85",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Vistteca Cereales y Semillas-Biogra-90g","3,00","0,91","2,73","1,65","4,95",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Vistteca Espinacas y Gorgonzola-Biogra-90g","5,00","1,37","6,85","1,95","9,75",
"BIOGRA-SORRIBAS,S.A. P. DIET Y REG.","Vistteca Quinoa y Verduras-Biogra-90g","2,00","1,37","2,74","1,95","3,90",
,,,,"Total:582,86",,"Total:940,60",
"Biogran (El granero)","Balsamo de tigre blanco - El Granero - 18","1,00","5,25","5,25","9,20","9,20",
"Biogran (El granero)","Curcuma Ayurveda 100gr - El Granero -","1,00","3,90","3,90","6,82","6,82",
"Biogran (El granero)","Espaguetis de arroz integral SIN GLUTEN -El Granero - 500 gr","2,00","2,68","5,36","4,25","8,50",
"Biogran (El granero)","Fusilli de arroz integral SIN GLUTEN - El Granero- 500 gr","1,00","2,68","2,68","4,25","4,25",
"Biogran (El granero)","Maca - El granero - 200gr","2,00","4,75","9,50","10,84","21,68",
"Biogran (El granero)","Macarrones de maiz y arroz SIN GLUTEN -El Granero- 500 gr","1,00","2,39","2,39","3,80","3,80",
"Biogran (El granero)","Muesli Frutas 1kg - El Granero -","3,00","3,80","11,40","6,05","18,15",
"Biogran (El granero)","Psyllium - El granero - 150gr","1,00","5,45","5,45","8,70","8,70",
"Biogran (El granero)","Salsa tamari - El Granero - 250ml","3,00","3,70","11,10","5,90","17,70",
"Biogran (El granero)","Semillas de Girasol - 250g - El Granero -","3,00","1,03","3,09","2,00","6,00",
"Biogran (El granero)","Sesamo Negro - 250 gr - El Granero -","2,00","1,86","3,72","3,00","6,00",
"Biogran (El granero)","Sirope de Agave 700g - El Granero -","2,00","4,75","9,50","7,60","15,20",
"Biogran (El granero)","Soja texturizada gruesa 150g - El Granero -","2,00","1,24","2,48","1,95","3,90",
"Biogran (El granero)","Spirulina- Biogran- sobre 200 gr","1,00","8,20","8,20","13,00","13,00",
"Biogran (El granero)","SPRT Deportistas (proteina de guisante, algarroba y canamo) - Supralimento- El Granero - 200gr","2,00","4,75","9,50","8,70","17,40",
"Biogran (El granero)","Tempeh macerado con Tamari 170g - El Granero -","30,00","2,43","72,90","3,90","117,00",
"Biogran (El granero)","Toallitas humedas bebe Pingo 80uds - El Granero -","2,00","2,34","4,68","4,10","8,20",
"Biogran (El granero)","Tofu Fermentado al Pimiento 200gr - Taifun -","2,00","2,32","4,64","3,70","6,66",
"Biogran (El granero)","Tofu Fermentado con hierbas 200gr - Taifun -","2,00","2,32","4,64","3,70","7,40",
"Biogran (El granero)","Tofu Fermentado Natural 200gr - Taifun -","13,00","2,05","26,65","3,00","39,00",
"Biogran (El granero)","Vinagre Balsamico 250ml - El Granero -","4,00","2,80","11,20","4,45","17,80",
"Biogran (El granero)","Yogur de soja con Albaricoque  400gr - Sojade -","5,00","2,14","10,70","3,40","17,00",
"Biogran (El granero)","Yogur de soja con Arandanos  400gr - Sojade-","2,00","2,14","4,28","3,40","6,80",
"Biogran (El granero)","Yogur de Soja con Fruta de la Pasion y Frambuesa 400gr - Sojade -","6,00","2,14","12,84","3,40","20,40",
"Biogran (El granero)","Yogur de Soja con Mango y Melocoton 400gr - Sojade -","4,00","2,14","8,56","3,40","13,26",
"Biogran (El granero)","Yogur de soja con Platano 400gr - Sojade -","4,00","2,12","8,48","3,40","13,60",
"Biogran (El granero)","Yogur de soja natural 2x100 Sojade -","1,00","0,93","0,93","1,50","1,50",
"Biogran (El granero)","Yogur soja con Naranja y Mandarina 4x100 - Sojade -","1,00","2,13","2,13","3,40","3,40",
"Biogran (El granero)","Yogur soja de Limon 400gr - Sojade -","3,00","2,14","6,42","3,40","10,20",
,,,,"Total:272,57",,"Total:442,52",
"Biogredos","Bollito de Chocolate -Biogredos","33,00","1,20","39,60","1,90","62,70",
"Biogredos","Ciruelas pasas sin hueso - biogredos - 200gr","3,00","3,00","9,00","4,80","14,40",
"Biogredos","Croisants de Espelta-bolsa 4 un- Biogredos","50,00","2,45","122,50","3,90","195,00",
"Biogredos","Galletas con Arandanos-Biogredos - 200 gr","14,00","2,00","28,00","3,20","44,80",
"Biogredos","Galletas de canela - Biogredos - 200 gr","9,00","1,75","15,75","2,89","26,01",
"Biogredos","Galletas de desayuno con chocolate- Biogredos- 200 gr","15,00","1,90","28,50","3,05","45,75",
"Biogredos","Galletas de desayuno-Biogredos- 220 gr","7,00","1,90","13,30","3,05","21,35",
"Biogredos","Galletas de muesli- Biogredos- 200 gr","8,00","1,90","15,20","2,90","23,20",
"Biogredos","Galletas de salvado de avena - Biogredos - 250 gr","16,00","1,90","30,40","3,00","47,25",
"Biogredos","Galletas integrales de centeno - Biogredos - 200 gr","2,00","1,70","3,40","2,70","5,40",
"Biogredos","Galletas Integrales de Espelta -Biogredos- 200 gr","6,00","1,90","11,40","3,00","18,00",
"Biogredos","Magdalenas Veganas - Biogredos - 280 gr","17,00","2,10","35,70","3,35","56,95",
"Biogredos","Orejones de albaricoque - Biogredos - 200gr","1,00","2,60","2,60","4,20","4,20",
"Biogredos","Pan Rallado de Espelta Integral - Biogredos - 200 gr","3,00","1,42","4,26","2,20","6,60",
"Biogredos","Paneton con lagrimas de chocolate - Biogredos - 400gr","2,00","3,50","7,00","5,60","11,20",
"Biogredos","Paneton de espelta (Sin huevo)-BIOGREDOS-120 gr","1,00","1,65","1,65","2,40","2,40",
"Biogredos","Paneton-BIOGREDOS-500 gr","2,00","3,70","7,40","5,90","11,80",
"Biogredos","Picos integrales - Biogredos - 200 gr","21,00","1,35","28,35","2,15","45,15",
"Biogredos","Picos integrales con sesamo - Biogredos - 200 gr","30,00","1,35","40,50","2,15","64,50",
"Biogredos","Plum cake de albaricoques y almendras-BIOGREDOS-300 gr","3,00","3,20","9,60","5,10","15,30",
"Biogredos","Plum cake de zanahoria y nueces-BIOGREDOS-300 gr","9,00","2,93","26,37","4,72","42,48",
"Biogredos","Suizo de pasas y avellanas -Biogredos - 180 gr","26,00","1,30","33,80","2,05","53,30",
,,,,"Total:514,28",,"Total:817,74",
"Biogrup S.L.","Savia de Palma Canaria - Guarapo - 410gr -","2,00","8,37","16,74","13,00","26,00",
,,,,"Total:16,74",,"Total:26,00",
"Biomilanes S.L.","Acelga-Biomilanes-1 Kg","30,74","1,20","36,89","2,35","72,28",
"Biomilanes S.L.","Aguacate Bacon- Biomilanes- kg.","121,47","2,45","297,59","4,30","519,59",
"Biomilanes S.L.","Aguacate-Biomilanes-kilo","2,90","3,30","9,55","5,50","15,91",
"Biomilanes S.L.","Ajo - Biomilanes - 500gr","0,91","1,55","1,41","2,60","2,37",
"Biomilanes S.L.","Ajo - Biomilanes- Escuela 500g","0,81","1,15","0,93","1,61","1,31",
"Biomilanes S.L.","Alcachofas-Biomilanes-1 Kg","4,97","2,40","11,93","3,95","19,64",
"Biomilanes S.L.","Apio - Biomilanes - kg","1,00","1,00","1,00","2,55","2,55",
"Biomilanes S.L.","Berenjena INVERNADERO- Biomilanes- 1 Kg","6,11","1,30","7,94","2,80","17,11",
"Biomilanes S.L.","Berenjena- Biomilanes- 1 Kg","71,38","1,25","89,23","2,05","185,77",
"Biomilanes S.L.","Boniato -Biomilanes- precio kilo","69,32","1,70","117,84","2,20","147,84",
"Biomilanes S.L.","Brocoli- Biomilanes- 1 Kg","27,56","1,70","46,86","3,30","87,08",
"Biomilanes S.L.","Calabacin amarillo- Biomilanes- kg","5,40","1,98","10,68","3,35","18,06",
"Biomilanes S.L.","Calabacin INVERNADERO-Biomilanes- 1 Kg","19,35","1,20","23,22","2,90","56,13",
"Biomilanes S.L.","Calabacin-Biomilanes- 1 Kg","200,97","2,55","512,46","2,20","608,87",
"Biomilanes S.L.","Calabaza cacahuete- Biomilanes- escuela-kg","1,08","0,80","0,86","1,05","1,13",
"Biomilanes S.L.","Calabaza cacahuete-Biomilanes- PIEZA, precio Kg","131,89","1,10","145,08","1,90","248,18",
"Biomilanes S.L.","Calabaza Hokkaido - Biomilanes - Pieza precio kilo","67,01","1,00","67,01","1,90","136,86",
"Biomilanes S.L.","Cebolla Fresca - Biomilanes - Kilo","3,85","1,40","5,39","2,45","9,44",
"Biomilanes S.L.","Col lisa-Biomilanes- pieza, precio kg","15,06","1,35","20,33","2,40","36,13",
"Biomilanes S.L.","Col lombarda- Biomilanes- precio kg","11,89","1,00","11,89","2,55","30,30",
"Biomilanes S.L.","Curcuma (raiz) - 100 gr - Biomilanes","26,00","0,57","14,90","1,75","45,57",
"Biomilanes S.L.","Granada- Biomilanes. kilo","135,62","1,45","196,65","2,75","344,55",
"Biomilanes S.L.","Jengibre (raiz)- Biomilanes- 250 gramos","40,12","0,99","39,62","1,60","64,18",
"Biomilanes S.L.","Judia verde Helda-Biomilanes-precio kilo","30,54","2,20","67,19","5,50","155,64",
"Biomilanes S.L.","Lechuga malaguena- Biomilanes- pieza","10,50","0,95","9,98","1,80","18,54",
"Biomilanes S.L.","Limon - Biomilanes - Kg","52,61","2,60","136,78","2,70","142,02",
"Biomilanes S.L.","Mandarina Primosole- Biomilanes- kg","118,40","1,10","130,23","2,85","287,58",
"Biomilanes S.L.","Mandarina-Biomilanes-kg","6,97","1,30","9,05","2,65","18,46",
"Biomilanes S.L.","Mango -Biomilanes- 1 kilo","93,92","2,40","225,41","4,60","319,41",
"Biomilanes S.L.","Mango Kent- Biomilanes- kg","77,79","2,60","202,24","4,30","311,54",
"Biomilanes S.L.","Mango Sensacion- Biomilanes- kg","8,02","2,20","17,63","3,85","30,86",
"Biomilanes S.L.","Melocoton-Biomilanes-1 kilo","5,31","3,30","17,52","3,55","18,85",
"Biomilanes S.L.","Melon piel de sapo-Biomilanes- precio kilo","125,40","0,90","112,86","1,75","216,45",
"Biomilanes S.L.","Membrillo - Biomilanes-kg","3,92","1,25","4,90","2,25","8,81",
"Biomilanes S.L.","Naranja calibre pequeno-Biomilanes-1 kilo","3,20","0,80","2,56","2,10","6,72",
"Biomilanes S.L.","Naranja navel- mesa- Biomilanes 1 kg","72,54","0,90","65,29","2,20","141,59",
